tweet,time
The deadliest fire in California history leaves Forty-two people dead. Hundreds are missing. Thousands are homeless with more victims expected - The Sacramento Bee #CampFire #CAFires  ,2018-11-13 23:46:06
Amateur Radio Volunteers at the Ready for California Fire Duty #hamradio - Amateur Radio volunteers... ,2018-11-13 23:46:04
B-Line is not charging for rides right now.  #CampFire,2018-11-13 23:46:03
This shit is damn awful but hold tight #california Lets #showup and #begoodtoeachother If you are looking to get involved here for those affected by the #woolseyfire check out what you can… ,2018-11-13 23:46:02
#campfire CURVY GURLZ Chico at 1376 Longfellow Drive is collecting and giving donations of clothing for plus sized women. Please share!! ,2018-11-13 23:45:59
"@blancheathome Honestly, I don't think PG&amp;E stands a chance of surviving after #CampFire especially with credible claims of sparking powerline in/near point of origion when aware of critical fire weather, no public safety shutoff like said they would and horrific death toll 42 and still rising.",2018-11-13 23:45:56
Please help to locate Helen Pace.  Ridge wood Mobile Home Park is confirmed burned to the ground.  We have not heard from her yet and are very worried!  She is the woman 2nd from the right. #CampFireJamesWoods #CampFire #Missing #ButteStrong #ParadiseFire #ButteCountyFire ,2018-11-13 23:45:55
Plume of smoke from the flare up near Lake Sherwood as seen from @csuci. This is just on the other side of the mountain to the north west of our home. #WoolseyFire #DeckerCanyon ,2018-11-13 23:45:50
#WoolseyFire Update 3hrs agoOfficials said progress is being made.Containment of the blaze was boosted to 35% Tues — mostly in the northern region of the fire which has burned about 150 square miles of land. ,2018-11-13 23:45:50
Fire and police fought Camp Fire as blaze hit home: More than 90 first responders lost houses ,2018-11-13 23:45:37
@RepLaMalfa Maybe your office could go around to parking lots with ipads and help people living in their cars register with FEMA. Not everyone has access to technology. #CampFire,2018-11-13 23:45:34
Apocalyptic images show the unfathomable devastation caused by California’s deadly Camp Fire ,2018-11-13 23:45:33
Man who survived California fire says cat saved his life  via @ABC7NY,2018-11-13 23:45:32
Camp Fire victim: PG&amp;E told her it needed to fix sparking transmission line day before deadly blaze ,2018-11-13 23:45:32
"Meet Linda, Joseph &amp; their dog Sofia. They survived the #Woolseyfire, but their house didn’t. “We have seen other fires before but they always went around our home. This one was different.” Their message to us: be prepared, if you live in an at-risk area. @StateFarm @TOAcornNews ",2018-11-13 23:45:25
Interested in helping the animals affected by the #CampFire in Northern California? Donate here and help multiple organizations in the area   #SaveTheAnimals #CaliforniaFires,2018-11-13 23:45:25
"Another day of donations from our remarkable community. A special thank you to Thousand Oaks Inn, @LogixFCU, and Lori Manning and company. #WoolseyFire @805help ",2018-11-13 23:45:22
"NCAA In response to the #BorderlineBarShooting and the #WoolseyFire, Pepperdine launched the Pepperdine Crisis Response Fund to support those affected by these two major tragedies. Those wishing to donate may do so here:   ",2018-11-13 23:45:19
At an executive briefing for the #Woolseyfire with State &amp; Federal partners to get a status update &amp; ensure that we are providing the necessary resources to support all the victims of this devastating fire. @LASDHQ @LHSLASD ,2018-11-13 23:45:17
Erwin Hendricks getting some Verizon assistance in Chico. Our Erik Zuniga and team are here to help. #CampFire @verizon @KCRALuery @ChicoER ,2018-11-13 23:45:14
Is this how the damn california fires started? Cause one of them is called ‘camp fire’ ,2018-11-13 23:45:13
"So sad about the #woolseyfire in our West Hills hometown and the surrounding areas 〰️ 30% of all sales this week will be donated to items from @baby2baby registry to help children, age… ",2018-11-13 23:45:13
"@DavidAFrench @benshapiro They haven’t done a very good job combatting it. If anything, the environmentalist are part of the California fire problems.",2018-11-13 23:45:13
@EmpireStateBldg Thank you New York! #WoolseyFire #CampFire #WeWillRise,2018-11-13 23:45:12
Bryn Floraday made a promise to his wife that he would make it out alive. Video he shot that night shows what it looked like when he escaped surrounded by flames from the Camp Fire. ,2018-11-13 23:45:10
"When #NormaWeldon , a blind, 90-year-old woman, refused to evacuate her home as the deadly #CampFire neared, her son, Brad Weldon, stayed behind to fight off the blaze.Miraculously, their Paradise, #California , home is now one of the very few still left standing.   #US #MNA ",2018-11-13 23:45:00
Terrible Bay Area air quality grows worse. ,2018-11-13 23:45:00
@birbigs would you consider a fund raising show for the people of Paradise CA the town that was was wiped of the face of the earth in the #CampFire in northern CA last week. All 25000+ residents need to buy new couches. Thanks,2018-11-13 23:44:58
Amazing!! A #ParadiseCA resident  used his #ToyotaTundra to help evacuate people from the #CampFire and @Toyota is showing their appreciation by replacing his vehicle that was damaged during the evacuations. 🎉🎉🎉📸 Instagram/the_pandra#TheBee |  ,2018-11-13 23:44:57
The listing is now up! Link in bio! #woolseyfire #mermaids #foracause ,2018-11-13 23:44:51
Hope P22 is found along with the others. #MalibuFire #WoolseyFire #malibu #LosAngeles #wildlife ,2018-11-13 23:44:41
"When disaster strikes, where do we go? 👇🏽 I have never seen so many amazing people as I did after Hurricane Katrina. Angels all around. There is more good than bad. Hang on to eachother #CampFireJamesWoods #CampFire #WoosleyFire #SoCalFiresJamesWoods ",2018-11-13 23:44:40
Lifestyle: A nurse drove through flames to help victims of the Camp Fire as his truck melted around him  #Laoluexpress #We-inform #LE-updates,2018-11-13 23:44:39
Urn Containing Grandmother’s Ashes Survives Camp Fire  ,2018-11-13 23:44:17
"Per @ucdavis, they are currently treating 10 patients from the #CampFire in their burn unit. (9 are at Davis &amp; 1 is being cared for by their team at @shrinershosp) Conditions: 1 patient is in critical condition, 8 are in fair. The one at Shriners is not available at this time.",2018-11-13 23:44:12
"@BillGates I heard a while back that you had plans to buy land and build an entire modern, well-planned city. I think the city of Paradise that has been completely flattened by the #CampFire would be a lovely location for you to build a city. Please consider it.",2018-11-13 23:44:06
"Raging Six-Day-Old Camp Fire Reaches 125,000 Acres in Size  ",2018-11-13 23:44:03
Our friends from the Center for Animal Protection &amp; Education compiled this list of ways to help animal sheltering organizations in the fire areas:Help animals affected by the firesCamp FireNorth Valley... ,2018-11-13 23:43:56
Urn Containing Grandmother’s Ashes Survives Camp Fire ,2018-11-13 23:43:53
"@Emilykingmusic I’m so bummed I can’t come see you in SF on Tuesday, I live up in Chico and the Camp Fire is really close to the city, this is after Paradise burned down almost entirely so we’re all on our toes. Come play Chico soon though!",2018-11-13 23:43:53
"'Raging Six-Day-Old Camp Fire Reaches 125,000 Acres in Size' image from the #NASA_App ",2018-11-13 23:43:46
So sad 😕Families mourn as first victims of #California fire are named  #CaliforniaFires,2018-11-13 23:43:45
I hope that California fire is out by 2020. The great James Woods has been heroic in all he’s accomplished to help people. But we’ll sure need him come next election season.,2018-11-13 23:43:44
Can someone inform me of the reason for pink ribbon tagging on the mailboxes in front of some homes in Bell Canyon? Many homes damaged in our neighborhood and so grateful our home escaped the flames and embers. There is a pink ribbon tied to our mailbox. Others too  #WoolseyFire,2018-11-13 23:43:42
Does anyone know if that mother and child got out of the #WoolseyFire? I cannot imagine driving by someone on foot and not helping them.,2018-11-13 23:43:41
Here are some more visuals from Oak Park this a.m. #WoolseyFire ,2018-11-13 23:43:38
⚡️ “Heroic garbage collector saves 93-year-old woman from Camp Fire”,2018-11-13 23:43:38
"Thinking of my fellow Californians affected by this devastating fire. | California Wildfires Updates: 42 Dead in Camp Fire, Toll Expected to Rise ",2018-11-13 23:43:37
@MichaelCBender @WSJ  please donate! My uncles lost everything in the #Campfire ,2018-11-13 23:43:25
"In response to the #BorderlineBarShooting and the #WoolseyFire, Pepperdine launched the Pepperdine Crisis Response Fund to support those affected by these two major tragedies. Those wishing to donate may do so here:  ",2018-11-13 23:43:25
Utility giant PG&amp;E may have started the Camp Fire — yet consumers will pay for it  #USRC ,2018-11-13 23:43:21
Please wear your N95 mask! The air quality is not healthy. Period. 😷 #CampFire #ButteCounty ,2018-11-13 23:43:20
At Least 29 Dead in Wildfire That Destroyed Northern California Town and Is Now the Most Destructive Fire in California History ,2018-11-13 23:43:17
Maybe if they didn't call it Camp Fire and instead called it the Apocalyptic Inferno people would notice?,2018-11-13 23:43:13
Wondering how you can help during the Camp Fire? Convoy of Hope is actively helping with disaster relief:  ,2018-11-13 23:43:10
PG&amp;E : Discloses Possible Equipment Malfunction in Area of Deadly California Fire  ,2018-11-13 23:43:05
"Bay Area companies, sports teams pitch in to help those battling and displaced by Camp Fire ",2018-11-13 23:43:05
Camp Fire Smoke Fills North Bay Skies: PHOTOS  ,2018-11-13 23:43:04
Despicable that this even has to be said.#CampFire    #ParadiseStrongButte D.A. Warns Against Price Gouging ,2018-11-13 23:43:02
"Reminder: This is TRUMP COUNTRY that’s burning in the deadly Camp Fire in CA. These people need our prayers right now, not our memes. ",2018-11-13 23:42:59
How The Deadly Camp Fire Exploded In Size Overnight ,2018-11-13 23:42:59
My team is selling T-Shirts for $15!! Proceeds go to Camp Fire and Woolsey Fire victims!! Please DM me if you would like one!! 💚 ,2018-11-13 23:42:52
"The Camp Fire in northern #California is now the state's deadliest, with 42 fatalities and more than 200 people still unaccounted for. More than 7,500 homes and buildings have been destroyed in the #CampFire and the #WoolseyFire in southern California. ",2018-11-13 23:42:46
Here is a fire history map for the area where the #Woolseyfire is now burning going back to 1991. Earlier today Los Angeles County Chief Daryl Osby told reporters he believes the current fire is the largest in the area in the last 100 years. ,2018-11-13 23:42:35
"Can't come soon enough: Rain in forecast: Could clear out smoke, cut California fire risk  via @mercnews @PaulRogersSJMN #CaliforniaWildfires map",2018-11-13 23:42:25
"@GlennCountyOES Hey guys, is a Visa gift card okay for gas? Otherwise they are gas station specific and not being from the area want to be sure they can use them at the station of their choice.#CampFire",2018-11-13 23:42:25
"@theellenshow California's licensing laws mean inmates can risk their lives for less than $2 per day, but can't earn a living after they get out of prison. How does this make any sense? #CampFire ",2018-11-13 23:42:24
@AlzNorCalNorNev @RepLaMalfa Is this the best thing to retweet as the Camp Fire evacuees live by the thousands in CA01 parking lots? What is LaMalfa doing every day? Is he on the ground anywhere? Maybe tweet about that.,2018-11-13 23:42:22
"You’d think fog, but it’s smoke from the #campfire blanketing the San Francisco Bay today. ",2018-11-13 23:42:21
"They just interviewed a family who barely escaped the California fire, while escaping they saw a lady running down the side of the road holding a baby, they weren’t sure if they made it. That’s some terrible, mind blowing stuff happening over there. SMH",2018-11-13 23:42:14
@SaraWelchKTLA Tyler may have a 500kW NG GenSet for the Malibu Park#WoolseyFire #HillFire #CampFire,2018-11-13 23:42:11
Camp Fire Becomes Deadliest and Most Destructive California Fire on Record; New Flare-Up Forces More Evacuations at Woolsey Fire ,2018-11-13 23:41:57
"Situation still out of control. This is horrible. California Wildfires Updates: 42 Dead in Camp Fire, Toll Expected to Rise - The New York Times ",2018-11-13 23:41:49
Awesome! #WoolseyFire ,2018-11-13 23:41:43
Emergency Official Finds Wife's Wedding Ring Amid Ashes After California Wildfire Destroys Home ,2018-11-13 23:41:40
This is important - #CampFire ,2018-11-13 23:41:36
"California Wildfires Updates: 42 Dead in Camp Fire, Toll Expected to Rise ",2018-11-13 23:41:35
Horse found in swimming pool after seeking refuge from Camp Fire ,2018-11-13 23:41:28
Wonderful! #CampFire ,2018-11-13 23:41:17
@VanessaABC30 @ABC30 Can you post what are ways we can help? #campfire #paradise #buttecounty #wildfirerelief,2018-11-13 23:41:14
"Tundra Swan came in from #Campfire with singed feet, but otherwise healthy. Rescued near #Paradise #CaliforniaFires :: Watch on #BirdCam:  ",2018-11-13 23:41:11
📣😷🔥FREE RESOURCES🔥😷📣I've compiled a list of free resources for #CampFire victims. Click the link below to find resources near you. #ButteStrong #Chico #Paradise #Oroville #ButteCounty  ,2018-11-13 23:41:11
"California wildfires: Camp fire becomes state's deadliest with 42 people killed: Statewide, 150,000 displaced and 8,000 fire crews deployed  ",2018-11-13 23:41:03
"Can't come soon enough: Rain in forecast: Could clear out smoke, cut California fire risk  via @mercnews @PaulRogersSJMN",2018-11-13 23:40:59
Ernest Foss. Jesus Fernandez. Carl Wiley. Authorities in Butte County have publicly identified three victims of the #CampFire — with a fourth person identified but awaiting notification of next-of-kin.,2018-11-13 23:40:58
"@LACityPets still needs our help creating vital space in shelters for animals displaced due to the #WoolseyFire. Please consider fostering a pet, especially from the West Valley Shelter, and you never know, you may meet your new best friend! ",2018-11-13 23:40:53
@GeneralMills hey #CampFire  evacuees need cereal at @OrovilleHopeCenter...can you help?,2018-11-13 23:40:49
‘Something beautiful amid total disaster.’ The Camp Fire and the salvation of London the cat ,2018-11-13 23:40:49
"The entire community of Paradise, California was burned to ashes after the #CampFire ravaged the small town. These are the faces of the people who have nothing left to return to. #ParadiseStrong ",2018-11-13 23:40:48
"but fr, i need to head over to the fire dept to donate some clothes for the Camp Fire survivors",2018-11-13 23:40:47
@GuyFieri Thanks for coming to my county the other night Guy. Much appreciated. #CampFire,2018-11-13 23:40:46
"Please donate to survivors of the Paradise, CA ""Camp"" fire. My family has been affected. Thank you! ",2018-11-13 23:40:44
DWR says Oroville Dam is no longer in danger #CampFire ,2018-11-13 23:40:44
#campfire victims that need a place for their horses!! ,2018-11-13 23:40:42
"LA Times: “There’s no way to prepare for #CampFire unless you had foresight there’s going to be big fire and it’s going to jump the creek and burn down the whole town.” W/out foresight, something else is needed, i.e. new protocols to issue alerts earlier. ",2018-11-13 23:40:37
One extended family lost seven homes in the #CampFire. And it was nerve-wracking as family members got separated by the flames.  #CaliforniaWildfires #UnitedStates,2018-11-13 23:40:36
"From Sac State: Sacramento State will remain closed Wednesday, Nov. 14, 2018, due to poor air quality related to the Camp Fire. All classes, events, work, and activities are canceled.",2018-11-13 23:40:31
"My entire inbox is full of your donations! Thank you for donating to such an important cause! Your kindness is helping ease some of the pain of those who lost everything in the #CampFire . We are not done yet! Please share, donate and continue to #PrayforParadise ! ",2018-11-13 23:40:30
