tweet,time
"Before you start obsessing about Black Friday, please consider helping out those truly in need this holiday. Rain and cold are on their way to fire zones. Here's a guide to organizations on the front lines. #CaliforniaWildfires ",2018-11-19 23:52:59
An older picture by @mr.henshaw of a California fire. Prayers and support to those in California affected by the Camp Fire the past couple of weeks. The magnitude of this fire has been unreal and hopefully this fire will burn out soon. The adventure and …  ,2018-11-19 23:52:52
Ugh!Bay Area in #SanFrancisco air #worse again #Monday Area air worse again Mondaycontent=entry&amp;utm_medium=social&amp;utm_source=twitter via @CurbedSF#GOP #DonaldTrump#climatechange #COP24#ParisAgreement #MondayThoughts  #AirQuality #CampFire#China,2018-11-19 23:52:33
"Firefighter rescues cat near Paradise debris, and now she won't leave him alone  via @SFGate",2018-11-19 23:52:27
"@ABC With the rain that is to come, that will be a 3rd strike. Mudslides, rescue operations slowed down. What we must do is repent to @LORD_RAYEL and leave America.",2018-11-19 23:52:18
@realDonaldTrump Frantic search underway for remains of Camp Fire victims before rain washes away DNA.,2018-11-19 23:52:02
"Could the Northern California fire really have killed 1,000 people? The number haunts survivors - Los Angeles Times ",2018-11-19 23:51:42
Plumes of black carbon travel. ,2018-11-19 23:51:38
"Update, East Bay (CA). Day 11 (?) of very unhealthy air quality. Schools closed, games/events canceled, quiet roads, lone pedestrian w/air mask. Headaches for many, from what I understand (myself included). #CampFire #CaliforniaWildfires #AirQuality Federal funds pls, not rakes. ",2018-11-19 23:51:34
"@Treyarch @Activision I got an idea, the california fire looks like it would be an awesome zombies map, just thought I'd suggest it",2018-11-19 23:51:28
@SarahWFin We want to ensure that everyone impacted by the Camp Fire has the services and care they need during these trying times. We are encouraging everyone to cooperate with the County and other local organizations to transition to dedicated shelters where those resources are available.,2018-11-19 23:51:28
@NBCNews This won't be the last time it happens...we need to make moves to prevent the deaths that will happen.,2018-11-19 23:51:27
Crews work around the clock in search for Camp Fire victims air is bad for any age group!!!!! Don’t listen to idiots like the 911 this air is Bad!!!!! ,2018-11-19 23:51:25
Rains May Help Fight the Camp Fire This Week—and Create a New Disaster ,2018-11-19 23:51:25
77 Killed In California's Camp Fire As Number Of Missing Drops To 993 : NPR ,2018-11-19 23:51:17
A Retrospective on the Paradise Wildfires: #fema #dhs #iaem #nema #california #fire #paradise ,2018-11-19 23:51:14
"We raised $600 for the California Fire Foundation. The fight isn't over, and the Camp Fire is still burning, but at least with our efforts, we've managed to help a little.Thank you for being a part of my very first charity streams. You're all amazing. ",2018-11-19 23:50:58
Hundreds dead .. California Fire 🔥 Victims. What they hiding from you .. ,2018-11-19 23:50:52
@CBSEveningNews @LonnieQuinnTV Did @JerryBrownGov and @GavinNewsom fix their mistake sufficiently? Or will the #OrovilleDam fail under the added stress of fire flash flooding? #CampFire #CaliforniaFires People need to know.,2018-11-19 23:50:51
"Flash Flood Watch issued for recent burn scar areas WED PM-FRI PM.  Flash flooding &amp; debris flows possible in Butte, Lake, Mendocino, Shasta &amp; Trinity Counties when storm arrives.  @CAL_FIRE #CampFire #MendocinoComplexFire #CaliforniaWildfires #CAFires ",2018-11-19 23:50:47
"@realDonaldTrump that's a shame because between raking the forests and building 15,000 new buildings up in the @CountyofButte, you kind of NEED those climbers.#Immigrantcaravan #CampFire #climatechange  #RakeAmericaGreatAgain",2018-11-19 23:50:41
Rescuers In Ruins Of Wildfire Hear Cries For Help Under Burned-Out Truck ,2018-11-19 23:50:28
Tonight at 5 on @azfamily The Power of Community- how one local non-profit is helping victims of the Camp Fire in Paradise CA. ,2018-11-19 23:50:19
"Inside Pulga, Artist Refuge at Center of the Camp Fire ",2018-11-19 23:50:13
Reuniting people and pets separated in the Camp Fire.  Post names/photos below if you want me to check in for you intuitively. &lt;3,2018-11-19 23:50:11
"Latest staggering #CampFire totals:11,713 residences, 472 commercial and 3,388 other buildings.",2018-11-19 23:50:02
"TWO THINGS TO THINK ABOUT: 1. Finally relief from #Campfire Smoke with much needed rain. 2. Victims from fire will endure cold rain, wind, debris flow as they huddle in shelters… ",2018-11-19 23:49:46
#RakeNews from #Finland #Trump #RakeAmericaGreatAgain #FakeNews #CampFire #californiawildfire ,2018-11-19 23:49:41
Butte County Fairgrounds has been acting as a Red Cross evacuation center since the #CampFire in Paradise began.Here's some sights and sounds from the area: ,2018-11-19 23:49:15
"But they are moving them out, now.  Where do they go? - Chico Walmart ground zero for evacuated ",2018-11-19 23:49:00
"New post (MALIBU, Calif. | Structure losses in Southern California fire rise to 1,500) has been published on FeedPublish -  ",2018-11-19 23:48:58
#CampFire #CA #CAPNF  Camp Fire: BERRY CREEK EVACUATION ZONE A HAS BEEN REDUCED TO AN EVACUATION WARNING,2018-11-19 23:48:51
Watch for the latest on #CampFire and the overwhelming devastation with @JimWoodAD2 @WmBrangham @NewsHour tonight ,2018-11-19 23:48:50
"Rain is expected on Wednesday in Northern #California, bringing relief but also the potential for mudslides. That could complicate the search for remains of victims of the #CampFire, which claimed at least 77 lives.  #CaliforniaWildfires",2018-11-19 23:48:43
@TheRabbitHaven thank you...I pray for all rabbits I worry sick about them in the #CampFire ;/ #CaliforniaWildfires I ask folks dont leave rabbits behind....and please leave water for wildlife...apples too ...tpoor angels ;/ they lost homes and most died:(,2018-11-19 23:48:40
What started as a tiny brush fire became the state’s deadliest wildfire. Here’s how ,2018-11-19 23:48:36
"Firefighters need at least 2 more weeks to contain Camp Fire, but rain forecast may offer relief ",2018-11-19 23:48:35
Best tick tock to date on the #CampFire ,2018-11-19 23:48:21
"Frantic search underway for Camp Fire victims' remains before rain washes away DNA PARADISE, Calif. — Rain is expected on Wednesday in Northern... ",2018-11-19 23:48:15
MONDAY AFTERNOON UPDATE: WILDFIRE-RELATED STATE HIGHWAY CLOSURESNB/SB SR1 closures have been combined into a full closure from Guernsey Ave. in Malibu to the Los Angeles/Ventura County line. No Current ETO.Know before you go:  #CampFire #WoolseyFire ,2018-11-19 23:48:13
"MALIBU, Calif. | Structure losses in Southern California fire rise to 1,500  ",2018-11-19 23:48:08
"TWO THINGS TO THINK ABOUT: 1. Finally relief from #Campfire Smoke with much needed rain. 2. Victims from fire will endure cold rain, wind, debris flow as they huddle in shelters… ",2018-11-19 23:48:06
PG&amp;E reports second line fault in Camp Fire area  #Energy ,2018-11-19 23:48:06
"Paradise, Magalia, Concow and surrounding areas that have been impacted by the #CampFire these donations are waiting for you! ",2018-11-19 23:48:04
"strange to be knitting anywhere, in California fire shelter and in New York City, NY, or at the North Pole Baffin Island and then Washington DC, My brother Martin Shagwell is fishing, problems ? could they not feed polar bears, we brought medicines, polar bear feed, people food",2018-11-19 23:48:03
Evacuated from the #CampFire? Contact your insurer at their Toll Free Phone Number  #Wildfires ,2018-11-19 23:48:01
‘Bus driver from heaven’ saves schoolchildren from Camp Fire ,2018-11-19 23:47:56
"#Malibu #Fires #Wildfires #WoolseyFire #Weather #Rain #Mudslides IMPORTANT --&gt; Check out this alert for Malibu, CA ",2018-11-19 23:47:54
"Please help spread the word about federal Disaster Unemployment Assistance benefits to Californians who are out of work due to the #CampFire, #WoolseyFire, and #HillFire.  @CaliforniaLabor @CA_EDD @CountyofButte @NELPNews  ",2018-11-19 23:47:51
People and organizations across the country have responded to the #CampFire devastation by doing something simple but meaningful: helping.  #CaliforniaFires,2018-11-19 23:47:48
"Repeaters, Amateur TV Play Communication Role in California Fire Emergency publicado en: / published in:  ",2018-11-19 23:47:46
"National Disaster Distress Helpline Provides 24/7, confidential crisis counseling - support, Call 1-800-985-5990    Text TalkWithUs to 66746 trained crisis counselors. .@CountyofButte .@CountyVentura .@townofparadise #HMRD ^kp #CA #HillFire #CampFire #WoolseyFire .@ButteSheriff ",2018-11-19 23:47:33
Watch this.  Christine Miller just found her mother’s wedding ring. ❤️❤️❤️#WoolseyFire#werisetogether#whenthefirecomesgohomeandfight#upperojai #ojai #upperojairelief… ,2018-11-19 23:47:32
@charliekirk11 @RobertPhilbri12 I’m sure the citizens of #CampFire could use those funds @SenFeinstein  @KamalaHarris,2018-11-19 23:47:21
"Camp Fire burns 151,000 acres  ",2018-11-19 23:46:41
Drone footage shows aftermath of Camp Fire in California - WYFF Greenville  via @lidarmonkey #drone,2018-11-19 23:46:40
#California #Insurance Commissioner @CA_DaveJones in #Paradise touring the #CampFire burn areas. If you or your loved ones have been affected by #wildfire visit your local center &amp; contact CDI Consumer Hotline at 800-927-4357 for insurance help. More info:  ,2018-11-19 23:46:36
This video needs no title❤️❤️❤️#WoolseyFire#werisetogether#whenthefirecomesgohomeandfight#upperojai #ojai #upperojairelief… ,2018-11-19 23:46:35
The Animal Shelter at the Chico Airport is inundated with donations.  Please don't take any more donations there.  Check with Butte Humane Society and see if they are taking donations. #Campfire ,2018-11-19 23:46:35
Don't mess with Smokey #ClimateChange #ClimateChangeIsReal #CaliforniaWildFires #CampFire ,2018-11-19 23:46:34
Two men arrested for looting California fire station during wildfires  via @nypost,2018-11-19 23:46:28
Update on the #WoolseyFire in California: #CAwx ,2018-11-19 23:46:20
"@PilotFlyingJ Where can I purchase a Pilot gas gift card online, for a young man out of Orland, Ca that has done cattle/livestock evacuation during the Carr Fire and Camp Fire? He purchases his fuel at store #1019 in Orland, Ca. Thanks for any advice. ~ Truth",2018-11-19 23:45:52
The View’s Whoopi Goldberg rakes Trump over California fire response: ‘You don’t give a damn’  #SmartNews,2018-11-19 23:45:48
Updated NASA Damage Map of Camp Fire from Space  #space,2018-11-19 23:45:36
"California Fire Evacuees Are Searching Desperately For Places To Live, But Options Are In Short Supply  ",2018-11-19 23:45:15
Sacramento police hit the road to help first responders victimized by Camp Fire  ,2018-11-19 23:45:15
77 Killed In California's Camp Fire As Number Of Missing Drops To 993 ,2018-11-19 23:45:06
Two men arrested for looting California fire station during wildfires  #SmartNews,2018-11-19 23:45:02
Join the Mikunited Movement in Camp Fire Relief ,2018-11-19 23:45:01
991 people are still missing and the sheriff said the death toll may never be known. The wildfire in Paradise continues:  ,2018-11-19 23:45:01
In case you missed it: FEMA has officially opened a Local Assistance Center in the vacant Sears building at the Chico Mall. Read about what it's doing to help #CampFire victims in the link. ,2018-11-19 23:45:00
Ruthless piss taking  ,2018-11-19 23:45:00
"Incredible leadership by SM Rusty at 6609-Chico and DM Tim of D51 during the Camp Fire. Also, a special thanks to SDHR Dani TIllman for her leadership and taking care of our associates. ",2018-11-19 23:44:59
I found this fascinating because I do believe there are psychological effects to all this smoke... ‘The emotional and spiritual toll of the smoke apocalypse'  #ThanksgivingWeek #CaliforniaWildfires #Woolseyfires #Campfire,2018-11-19 23:44:52
Latest: The daunting task of identifying victims of the Camp Fire ,2018-11-19 23:44:38
Protective masks fly off store shelves in wildfire-ravaged California ,2018-11-19 23:44:33
"Structure losses in Southern California fire rise to 1,500 ",2018-11-19 23:44:12
"@ABC This man is the worst of all. He knows why this is happening, yet we're the ones that need to tell you while he keeps it a secret?",2018-11-19 23:44:05
The Klamath Kare-a-Van has made donation runs to fires before. NewsWatch 12's Rachel Tiede shows us why a Camp Fire donation run is personal for one the caravan's members.   ,2018-11-19 23:44:03
"Could the Northern California fire really have killed 1,000 people? The number haunts survivors - Los Angeles Times ",2018-11-19 23:43:53
Is the power restored in the Carnegie area of Upper #magalia ? #Campfire  #ButteCounty #ButteCountyFire,2018-11-19 23:43:44
"Could the Northern California fire really have killed 1,000 people? The number haunts survivors - Los Angeles Times ",2018-11-19 23:43:40
📢#Evacuees #CampFire #CaliforniaWildfires ALL Sikh Temples are prepared w/food and shelter. Addresses to Temples👇🏽2468 Tierra Buena Rd #Yuba OPEN.9939 P St #LiveOak OPEN.2269 Bogue Road #Yuba City OPEN.2301 Evergreen Ave W Sacramento OPEN. 🙏🏽 #DisasterAssistTeam ,2018-11-19 23:43:38
"A newborn's mother made a request to a stranger: If the fire traps us, take my baby and run - CNNtwitter ",2018-11-19 23:43:20
@NBCNews Mudslides and more will occur...let's stop these senseless deaths.,2018-11-19 23:43:20
Rescuers In Ruins Of Wildfire Hear Cries For Help Under Burned-Out Truck  #animals #pets,2018-11-19 23:43:14
"The possibility of severe flooding in Paradise, Calif., the town already leveled by the deadly #CampFire, could cause further destruction for an area that has yet to begin the process of recovery.@LonnieQuinnTV has more on the forecast  ",2018-11-19 23:43:00
Here's what we know and don't know about the Camp Fire ,2018-11-19 23:42:39
"@CNN That man will be looked upon as a hero, but let's do something to prevent this deaths entirely.",2018-11-19 23:42:34
"While the Camp Fire continues to burn, the missing persons list is fluctuating and approaching rains pose another possible problem. ",2018-11-19 23:42:27
Paradise CA. Everything burned for my mom and dad in law but this beautiful flag still stands. God bless America! @realDonaldTrump @RealJamesWoods #CampFire ,2018-11-19 23:42:16
Camp Fire Evacuees Living in Tent Cities - Rain for Thanksgiving Day  via @,2018-11-19 23:42:00
"Housing in California was already a problem before wildfires scorched more than 11,700 homes.Now thousands of families are displaced and have no idea how they will now afford to live in the state. ",2018-11-19 23:41:57
Camp Fire Benefit Concert Starring @mattnathanson and @carlypearce on December 3rd! Click below for more information!  ,2018-11-19 23:41:33
"Updated NASA Damage Map of Camp Fire from Space . #jetpropulsionlaboratory #jpl As firefighters continue to battle California's destructive Camp Fire, JPL's ARIA team has produced a new map showing damage as of Nov. 16.",2018-11-19 23:41:29
CARD camp (childcare) signups now open for Nov 26-30. #Campfire ,2018-11-19 23:41:26
"The tally of structures destroyed by the huge wildfire that swept through Southern California communities increased to 1,500.  ",2018-11-19 23:41:23
That. Is. A. Fact.🌲🍃🌳🍂🌲🍃🌳🍂🌲🍃#California #CampFire #CalFire #CaliforniaFires ,2018-11-19 23:41:16
Updated: How you can help Camp Fire victims ,2018-11-19 23:41:10
This PARKS AND REC Print Will Raise Funds for California Firefighters  ,2018-11-19 23:41:08
A Community Mourns: Camp Fire Survivors Grieve at Sunday Vigil ,2018-11-19 23:41:06
@SwiftOnSecurity FWIW: you can use potato chips to start a camp fire.,2018-11-19 23:40:57
"With 65% containment, the death toll from the #campfire in northern CA is up &amp; 100s of our CA friends &amp; neighbors are still missing. If you evacuated from the fire please check the missing person’s list at  to ensure that authorities can account for you. ",2018-11-19 23:40:56
"This piece helped a daughter find her 80-year-old mother, Vivian, who doesn’t have a cell phone and who her daughter hadn’t heard from since the fire. Journalism can be good!  ",2018-11-19 23:40:50
"'I was sitting in my car just screaming, waiting to die' ",2018-11-19 23:40:36
Federal Officials Are Struggling To Figure Out How To House Thousands Of Displaced California Fire Evacuees ,2018-11-19 23:40:35
"Crews are scouring areas decimated by the #CampFire in an attempt to recover DNA &amp; identify victims’ remains; potential mudslides could strike later this week.At least 77 people were killed, &amp; nearly 1,000 are still unaccounted for. @megoliver reports  ",2018-11-19 23:40:33
Photos Before And After The Camp Fire Reveal A Town Destroyed: A McDonald's. A gas station… ,2018-11-19 23:40:23
Camp Fire crime: 2 arrested in burglary of Cal Fire station | The Sacramento Bee ,2018-11-19 23:40:20
@SecallTwitah Maybe this will explain more.,2018-11-19 23:40:18
Heavy rain headed for Northern California could help and hurt battle against deadly Camp Fire ,2018-11-19 23:40:04
@screaminggina Detailed reporting by the LA Times on the CA fires.,2018-11-19 23:40:00
"@lynnhmedcalf @CAL_FIRE I guess most would rather that they invest as much as possible into firefighters to end the fire as quickly as possible while minimizing damage and deaths.  Already 77 dead &amp; 11,713 homes destroyed from the Camp Fire alone.  I can see and understand your frustrations, though.",2018-11-19 23:39:34
Updated NASA Damage Map of Camp Fire from Space. #propulsion #nasa   ,2018-11-19 23:39:16
Camp Fire survivors' chance meeting leads to amazing act of kindness ,2018-11-19 23:39:01
Do you recognize any of these lost pets displaced by Camp Fire?  via @SFGate,2018-11-19 23:38:28
"Here’s a pic from the air of Mt Diablo today. Still super smoky out there from #campfire. Stay indoors and avoid driving since it’s #SpareTheAir today and tomorrow. If you must drive somewhere, take one of our 54 MPG Priuses. Rain and better air predicted for Tues night! 😷 ",2018-11-19 23:38:23
Ways to help with the #CampFire. ,2018-11-19 23:38:18
@SCastroSolis This should be a huge wake up call...,2018-11-19 23:38:13
"While the Camp Fire continues to burn, the missing persons list is fluctuating and approaching rains pose another possible problem. ",2018-11-19 23:38:09
"NPR (@npratc) finally addresses climate change as a cause of the Camp Fire catastrophe, and @arishapiro adds this little editorial dollop: ""When policy makers look at steps they can take to address this, obviously, addressing climate change is important, but maybe not immediate.""",2018-11-19 23:38:03
Camp Fire: Animal rescuers work despite catastrophic losses in Paradise  via @BreakingNews_RS,2018-11-19 23:38:03
@DavidJHarrisJr Crazy! And we have a Caravan of displaced Americans from the “Camp Fire” that we can’t take care of !!!???,2018-11-19 23:38:02
"@TheTalkCBS If they can afford to put it out, the can afford to listen to @LORD_RAYEL ",2018-11-19 23:37:55
MONDAY AFTERNOON UPDATE: WILDFIRE-RELATED STATE HIGHWAY CLOSURESNB/SB SR1 closures have been combined into a full closure from Guernsey Ave. in Malibu to the Los Angeles/Ventura County line. No Current ETO.Know before you go: #CampFire #WoolseyFire ,2018-11-19 23:37:48
"Could the Northern California fire really have killed 1,000 people? The number haunts survivors - Los Angeles Times ⁦@realDonaldTrump⁩ how many lives could have been saved had you sent the troops to California for fire  victims instead of Texas ?  ",2018-11-19 23:37:40
Heavy rain headed for Northern California could help and hurt battle against deadly Camp Fire  ,2018-11-19 23:37:38
Thank you @NATAaero for sharing our @RedCross fundraiser to benefit those affected by the #ButteCounty #CampFire: ,2018-11-19 23:37:24
"@KRogersdotter Honestly need a laugh now. Bringing Sylvester home from a vet visit (he’s got a respiratory thing), and read the LA Times article on the Camp Fire today. 😭",2018-11-19 23:37:17
Resources for those who want to enjoy a Thanksgiving meal but were displaced by the Camp Fire (there is free transit and parking info as well): ,2018-11-19 23:37:03
I can’t lie girl you hotter than a camp fire 🤗,2018-11-19 23:37:01
"Could the Northern California fire really have killed 1,000 people? The number haunts survivors - Los Angeles Times ",2018-11-19 23:37:01
California fire: What started as a tiny brush fire became the state’s deadliest wildfire. Here’s how ,2018-11-19 23:36:56
Where to find respirator masks in San Francisco and Oakland [Updated]  via @CurbedSF #WoolseyFire #californiawildfire @SpeakerShinjini @wildfirenews @california @sanfranmag @SanFranFire @OaklandFireLive,2018-11-19 23:36:46
"Yolo Camp Fire fundraiser brings in $60,000 ",2018-11-19 23:36:33
@CAL_FIRE Where is the safe zone from all these fires?!?#California #Fire #Malibu #Homes #Destroyed,2018-11-19 23:36:19
Devastating California Fires: What started as a tiny brush fire became the state’s deadliest wildfire. Here’s how  #Fire #ClimateChange #California,2018-11-19 23:36:13
"@robertmaxrees @CAL_FIRE If you have a fire of this scale and magnitude that's this heartbreakingly deadly, and it burns and burns, pumping polluted air to millions of citizens, standard protocols and evening press conferences won't work.  #CampFire",2018-11-19 23:36:06
"The forecast for California adding to the urgency of finding the nearly a thousand still missing after the devastating Camp Fire. Rains on the way -- threatening dangerous mudslides. @marcusmoore reporting from Paradise, California.  ",2018-11-19 23:36:00
@robertmaxrees @CAL_FIRE And I'm not downplaying individual citizen journalists and activists like yourself. I know how much individuals are helping. I'm talking about a failure in institutional response across the board. #CampFire,2018-11-19 23:35:14
"Firefighter rescues cat near Paradise debris, and now she won't leave him alone  via @SFGate",2018-11-19 23:35:09
@jnsswb @lurkingheretic @GfrobinsonFred @realDonaldTrump Really? So you're suggesting that Dems are to blame for the Camp Fire? Even though national forest management is a FEDERAL responsibility? Even though Trump's administration is responsible for CUTS in this area? You're either drinking the koolaid or serving it up knowingly.,2018-11-19 23:35:06
How climate change is fueling California's wildfires:  ,2018-11-19 23:35:04
"LA shelters: which shelter is most in need of adoption (cats only for us, as we already reached our limit on dogs, but the limit does not exist on cats .. yet 😉)? We will head up this weekend to adopt one or two! #woolseyfire",2018-11-19 23:34:57
"A catalog for lost pets Chico- The website, created by the North Valley Animal Disaster Group, is a photographic catalog of stray animals housed at the Butte County Animal... ",2018-11-19 23:34:56
What. A. Story. California fire: What started as a tiny brush fire became the state’s deadliest wildfire. Here’s how ,2018-11-19 23:34:33
Please help us help my grandparents! #campfire #ButteCounty #magalia ,2018-11-19 23:34:31
