tweet,time,score,human_score
"[as, everyone, is, very, well, aware, ,, the, city, of, paradise, has, been, decimated, by, the, #campfire, leaving, people, without, access, to, every, day, items, such, as, food, ,, water, ,, clothing, ,, and, medicine, ., we, are, having, ...]",2018-11-16 23:59:17,,0.0
"[butte, county, camp, fire, ca, ., 63, dead, and, 600, +, people, still, missing, ., 10,000, homes, destroyed, ,, 15,000, more, threatened, ., shelters, themselves, threatened, by, a, norovirus, outbreak, ., this, is, the, type, of, natural, disaster, global, warming, scientists, predicted, .]",2018-11-16 23:59:13,,0.0
"[more, southern, california, fire, evacuees, return, home, by, the, associated, press, via, nyt]",2018-11-16 23:59:07,,1.0
"[view, from, a, moving, car, leaving, chico, ., but, it's, impossible, to, escape, the, pain, of, tens, of, thousands, of, broken, hearts, ., [, broken, heart, ], #respectfulrevolution, #campfire, #paradisestrong, #buttecounty, #chico, ...]",2018-11-16 23:59:05,0.0,0.0
"[the, unimaginable, horror, continues, -, 7, more, bodies, found, in, ', camp, fire, ', bringing, total, killed, to, 63, -, hundreds, still, missing, ...]",2018-11-16 23:59:05,,0.0
"[_m_ferreira, _pinkham, _carl, a, friend, of, mine, responded, to, the, article, by, saying, ,, ..., yeah, ., it's, absurd, more, psychologically, interesting, that, there, is, a, finite, fraction, of, the, population, that, is, primed, to, want, to, believe, this, stuff, ., #campfire, #conspiracytheory, #californiafires, #qanon, #dew]",2018-11-16 23:59:03,,0.0
"[check, out, cal, fire's, interactive, map, to, track, the, #campfire, .]",2018-11-16 23:59:01,,1.0
"[not, to, mention, camp, fire, started, shortly, after, the, democratic, takeover, ..., i'm, no, shane, dawson, ,, but, something, is, very, sketchy, here, y'all, (, read, thread, !, )]",2018-11-16 23:58:48,,1.0
"[more, southern, california, fire, evacuees, return, home, by, the, associated, press, via, nyt]",2018-11-16 23:58:47,,1.0
"[if, you've, ever, driven, to, #highsierramusicfestival, from, bay, area, ,, sacramento, ,, etc, ,, you've, driven, past, the, absolutely, beautiful, area, that, has, has, been, devastated, by, the, #campfire, ., please, consider, donating, to, the, red, cross, to, help, the, residents, of, this, area, .]",2018-11-16 23:58:43,,1.0
"[check, out, these, pictures, of, the, wildfire, spreading, across, the, state, of, california, ., #mcj10211, /, 16]",2018-11-16 23:58:43,,1.0
"[., &, amp, ;, of, #volunteers, feed, fire, evacuees, ,, emergency, workers, in, chico, #campfire]",2018-11-16 23:58:32,,1.0
"[it's, friday, ,, so, remember, to, #ff, these, phenomenal, la, news, tweeps, who, kept, me, &, amp, ;, very, informed, during, the, #woolseyfire, evacuation, :, &, amp, ;, of, course, ,, ty, all, !, [, heavy, black, heart, ], [, ?, ], [, person, with, folded, hands, ], [, heavy, black, heart, ], [, ?, ]]",2018-11-16 23:58:28,1.0,1.0
"[kamala, harris, sent, email, to, raise, money, for, california, fire, victims, ,, but, left, out, one, little, detail, via]",2018-11-16 23:58:24,,1.0
"[hash, tagging, camp, fire, while, denying, that, the, climate, is, changing, ...., ok, ....., you, are, losing, that, battle, though, ., its, too, obvious, nowwe, the, people, ,, demand, to, heal, our, damaged, environment, and, ecosystems, .]",2018-11-16 23:58:22,,1.0
"[camp, fire, smoke, closes, uc-berkeley, and, other, bay, area, colleges]",2018-11-16 23:58:17,,0.0
"[for, the, latest, news, on, all, aspects, of, the, #campfire, ,, tune, in, to, 91.7, fm, or, listen, online, at]",2018-11-16 23:58:17,,1.0
"[just, replaced, this, filter, a, blink, of, an, eye, ago, ., at, least, we, know, it, works, ., #smoke, #hazardous, #sparetheair, #campfire, #batarea]",2018-11-16 23:58:12,,1.0
"[good, evening, ,, my, hometown, of, paradise, ,, ca, as, well, as, some, smaller, neighboring, communities, were, destroyed, last, week, from, a, wildfire, ., i'm, reaching, out, to, ask, if, you, would, be, willing, to, gift, the, children, affected, by, the, #campfire, books, from, your, imagination, library, ?, [, heavy, black, heart, ], [, ?, ]]",2018-11-16 23:58:07,1.0,0.0
"[survivors, of, the, camp, fire, would, love, to, give, some, feedback, regarding, comments, in, which, he, blamed, state, officials, for, forest, mismanagement, ,, especially, considering, that, there, is, no, state-owned, forest, land, between, pulga, (, where, the, fire, started, ), and, paradise, .]",2018-11-16 23:58:06,,0.0
"[brown, ,, newsom, to, join, trump, on, camp, fire, visit]",2018-11-16 23:58:06,,1.0
"[camp, fire, smoke, closes, uc-berkeley, and, other, bay, area, colleges]",2018-11-16 23:58:05,,0.0
"[so, good, to, chat, -, prayers, for, all, impacted, by, the, #woolseyfire, glad, you, are, safe, d, [, person, with, folded, hands, ], [, emoji, modifier, fitzpatrick, type, -, 3, ]]",2018-11-16 23:58:03,,1.0
"[never, have, i, seen, it, this, bad, here, are, resources, for, california, fire, victims, and, the, best, ways, to, contribute]",2018-11-16 23:57:59,,1.0
"[#campfire, :, significant, rain, and, snow, are, forecast, to, begin, as, early, as, november, 22, .]",2018-11-16 23:57:55,,1.0
"[camp, fire, smoke, closes, uc-berkeley, and, other, bay, area, colleges]",2018-11-16 23:57:46,,0.0
"[more, southern, california, fire, evacuees, return, home, by, the, associated, press, via, nyt]",2018-11-16 23:57:37,,1.0
"[if, you, live, in, california, ,, an, n95, face, mask, is, the, must, have, accessory, of, the, fall, fashion, season, ., simply, everyone, who, is, anyone, is, wearing, one, ., get, yours, today, !, #campfire, #campfiresmoke, #airquality, #airqualitysanfrancisco]",2018-11-16 23:57:32,,1.0
"[10, yr, old, bourbon, and, a, camp, fire, a, beautiful, night, deep, in, the, heart]",2018-11-16 23:57:28,,1.0
"[after, a, week, of, battling, the, latest, #californiawildfires, ,, a, special, thank, you, is, needed, to, the, hundreds, of, firefighters, risking, their, lives, at, the, #campfire, and, #woolseyfire, ., we, admire, your, courage, and, service, ., [, heavy, black, heart, ], [, ?, ]]",2018-11-16 23:56:54,1.0,1.0
"[so, my, school, was, closed, early, due, to, the, air, quality, moving, to, the, hazardous, zone, [, face, with, medical, mask, ], [, face, with, medical, mask, ], [, face, with, medical, mask, ], #campfire]",2018-11-16 23:56:49,0.0,0.0
"[#aqi, is, crazy, high, in, #siliconvalley, ., can, we, get, out, of, town, to, a, healthy, place, ,, one, that, won't, have, smoke, or, smog, ?, like, #beijing, or, #la, ?, #campfire]",2018-11-16 23:56:40,,0.0
"[i, was, conflicted, during, the, game, last, night, as, i, love, the, pack, but, my, cousin, works, for, the, seahawks, org, ., was, thrilled, to, see, rodgers, representing, for, butte, and, bringing, national, awareness, to, their, struggle, ., #campfire, #buttestrong]",2018-11-16 23:56:39,,1.0
"[an, #update, on, the, deadliest, #californiawildfires, in, state, history, ., #campfire, #wildfires, #woolseyfire, #losangeles, #norcal, #airquality]",2018-11-16 23:56:23,,0.0
"[i, think, we, should, drop, donald, in, the, camp, fire, with, a, rake, and, let, him, start, raking, to, *, fix, *, things, ., watta, stupid, mf]",2018-11-16 23:56:18,,1.0
"[join, #dubnation, in, supporting, #campfire, relief, efforts, !]",2018-11-16 23:56:15,,1.0
"[as, san, francisco, suffers, bad, air, days, due, to, camp, fire, ,, air, monitors, for, inside, and, outside, are, all, the, rage]",2018-11-16 23:56:10,,0.0
"[you, refer, to, the, cedar, fire, ,, 15, lives, incl, ., 1, firefighter, ., the, current, fires, ;, woolsey, fire, (, 3, lives, ,, 616, structures, ), &, amp, ;, camp, fire, (, 63, lives, ,, 11,862, structures, ), is, not, political, or, partisan, ., its, people, ., hold, those, responsible, dem, or, rep, ,, mitigate, this, from, happening, again, ., period, .]",2018-11-16 23:56:09,,0.0
"[the, camp, fire, ,, located, in, northern, california, ,, is, the, state's, most, destructive, fires, to-date, .]",2018-11-16 23:56:00,,0.0
"[631, people, are, listed, as, missing, from, the, camp, fire, by, butte, county]",2018-11-16 23:56:00,,0.0
"[sacramento, smothered, in, smoke, as, air, quality, reaches, ', hazardous, ', levels]",2018-11-16 23:55:56,,
"[california, throws, lifeline, to, pg, &, amp, ;, e, over, potential, camp, fire, liability, via]",2018-11-16 23:55:54,,
"[experts, fear, some, camp, fire, victims, will, never, be, identified]",2018-11-16 23:55:47,,
"[how, to, help, survivors, of, the, california, fires, :, via, #woolseyfire, #campfire, #hillfire, #malibufire]",2018-11-16 23:55:31,,
"[president, trump, will, visit, victims, of, california, fire, ...., where's, moonbeam, ?]",2018-11-16 23:55:23,,
"[#campfire, causes, new, danger, ,, as, air, quality, ranks, among, worst, in, the, world]",2018-11-16 23:55:17,,
"[california, fire, hits, ', rehab, riviera, ,, ', putting, addiction, care, in, jeopardy]",2018-11-16 23:55:17,,
"[there, isn't, any, respirators, in, any, store, and, amazon, earliest, arrival, is, the, 29th, ., so, people, in, the, bay, just, suppose, to, die, out, here, with, this, air, ?, #campfire, #airquality, #sanjose, #thebay]",2018-11-16 23:55:17,,
"[utility, company, that, may, be, on, the, hook, for, camp, fire, :, cost, of, damages, exceeds, our, insurance, coverage]",2018-11-16 23:55:14,,
"[a, camp, fire, did, all, of, that, ?, !, wow, !, !, !]",2018-11-16 23:55:13,,
"[northern, california, air, quality, reaches, dangerous, levels, as, smoke, from, camp, fire, spreads, -, nbc, news]",2018-11-16 23:55:06,,
"[........, the, tweetrfuhrer, is, bringing, 500, rakes, ,, paper, towels, and, autographed, nude, melania, photos, to, the, california, fire, fighters, ......]",2018-11-16 23:55:05,,
"[via, [, heavy, check, mark, ], [, ?, ], for, california, fire, victims, ,, it, will, be, a, long, ,, tough, road, to, rebuild]",2018-11-16 23:55:05,,
"[california, :, camp, fire, death, toll, rises, to, 63, with, more, than, 600, still, missing]",2018-11-16 23:55:04,,
"[north, of, the, #campfire, just, outside, of, paradise, ,, ca, ,, looking, west, [, fire, ], [, camera, ]]",2018-11-16 23:55:01,1.0,
"[', i'm, not, going, back, ', :, calif, ., deputies, kill, wanted, felon, amid, camp, fire, cleanup]",2018-11-16 23:54:57,,
"[california, fire, apocalypse, psyop, :, memes, ,, mind, control, and, mass, manipulation]",2018-11-16 23:54:48,,
"[we're, being, sold, nostalgia, at, the, box, office, when, in, reality, our, society, is, crumbling, ,, resources, being, depleted, and, we're, not, changing, our, behavior, to, curb, climate, change, ., we've, collectively, chosen, to, be, snapped, back, to, reality, ., this, is, a, small, starting, sample, ., #campfire]",2018-11-16 23:54:43,,
"[there, is, going, to, be, a, taco, feed, at, the, municipal, auditorium, in, oroville, at, 5:30, pm, today, 11/16, /, 18, anyone, affected, by, the, #campfire, show, up, !, !, !, !, &, amp, ;, eat]",2018-11-16 23:54:42,,
"[please, help, my, mom, y'all, ,, anything, helps, #woolseyfire, #malibustrong]",2018-11-16 23:54:38,,
"[northern, california, air, quality, reaches, dangerous, levels, as, smoke, from, camp, fire, spreads, -, nbc, newscc, :, &, amp, ;, it's, not, the, last, year, .]",2018-11-16 23:54:34,,
"[inside, the, camp, fire, perimeter, ,, these, residents, faced, the, inferno, ., now, ,, they're, staying, put, .]",2018-11-16 23:54:34,,
"[seriously, ,, even, if, you, live, hours, away, from, the, fires, in, ca, ,, check, your, local, air, quality, multiple, times, a, day, !, there's, lots, of, apps, and, websites, that, make, it, super, easy, to, understand, ., i, use, the, app, air, visual, #campfire, #hillfire, #woolseyfire]",2018-11-16 23:54:29,,
"[this, is, paramount, ranch's, western, town, after, the, #woolseyfire, .]",2018-11-16 23:54:15,,
"[when, post-disaster, donations, overwhelm, ., #campfire]",2018-11-16 23:54:15,,
"[#wwg1wga, #qanon, #snowday, #boxing, #campfire, the, leaders, of, california, are, sick, that, they, would, sacrifice, their, citizens, lives, and, beautiful, countryside, to, cover, their, corruption, !, #campfiresmoke, #california]",2018-11-16 23:54:05,,
"[more, than, 200, people, still, missing, from, camp, fire, in, northern, california]",2018-11-16 23:53:58,,
"[please, think, how, you'd, feel, if, you, lost, everything, ..., suddenly, you, only, have, the, clothes, on, your, back, &, amp, ;, your, pet, dog, ., that's, the, situation, of, my, veteran, friend, who, lived, in, paradise, ,, ca, ., i, beg, you, to, consider, giving, ,, even, a, little, &, amp, ;, retweet, ., thank, you, !]",2018-11-16 23:53:55,,
"[please, share, !, !, the, kids, of, #buttecounty, need, help, due, to, the, #campfire, !, tens, of, thousands, of, kids, cannot, return, to, school, until, we, get, 100, portable, classrooms, and, funds, to, clean, up, our, campuses, from, the, toxic, smoke, &, amp, ;, ash, ., please, help, !, !, !, #paradiseca, #chicoca, #help, #buttestrong]",2018-11-16 23:53:53,,
"[babies, rescued, from, #campfire, need, to, connect, with, their, families, ., please, retweet, .]",2018-11-16 23:53:47,,
"[[, face, screaming, in, fear, ], [, person, with, folded, hands, ], [, emoji, modifier, fitzpatrick, type, -1-2, ], [, crying, face, ], [, broken, heart, ], 631, people, are, listed, as, missing, from, the, camp, fire, by, butte, county]",2018-11-16 23:53:42,0.0,
"[haven't, seen, james, woods, today, ., probably, resting, after, working, so, hard, to, help, the, california, fire, victims, ., a, hero, in, my, book, ., good, bless, you, sir, .]",2018-11-16 23:53:40,,
"[[, ?, ], [, ?, ], 631, people, are, listed, as, missing, from, the, camp, fire, by, butte, county]",2018-11-16 23:53:39,,
"[#sanfrancisco, air, quality, is, deteriorating, with, an, air, quality, index, of, 271, as, of, 3, p, ., m, ., -, -, which, is, approaching, hazardous, air, quality, due, to, the, #campfire, smoke, blanketing, the, bay, area, .]",2018-11-16 23:53:36,,
"[#cafire, #campfire, how, much, money, should, we, spend, on, these, insane, projects, when, we, have, thousands, of, americans, who, have, lost, their, homes, to, fire]",2018-11-16 23:53:33,,
"[let's, stay, safe, as, we, re-enter, #paradiseca, from, the, #campfire, ., #paradisefire, #campfireparadise, #buttefire]",2018-11-16 23:53:33,,
"[this, used, to, be, a, pvc, fence, here, in, agoura, #california, before, the, #woolseyfire, destroyed, this, entire, area, ., everything, looks, like, #mars, ., #campfire, #malibufire, #malibu, #fire, #ca, #firefighter]",2018-11-16 23:53:29,,
"[california, throws, lifeline, to, pg, &, amp, ;, e, over, potential, camp, fire, liability, via]",2018-11-16 23:53:23,,
"[calling, all, #earpers, ,, if, you, donate, to, to, help, out, those, in, california, you, could, win, some, pretty, cool, prizes, ., including, a, pass, to, #earpexpo2019, !, details, are, attached, ., #wynonnaearp, #dogood, #campfire, #woolseyfire]",2018-11-16 23:53:19,,
"[read, the, article, ., #california, has, already, bailed, out, #pg, &, amp, ;, e, for, fires, in, 2017, and, for, those, in, 2019, and, beyond, ,, but, forgot, to, include, 2018, ., not, to, worry, ,, the, #puc, to, the, rescue, ., #campfire]",2018-11-16 23:53:13,,
"[_ibarra, homedepot, is, out, of, masks, ...., i, just, ordered, a, 10pk, on, the, n95, for, $, 13.95, on, #amazon, #campfire]",2018-11-16 23:53:06,,
"[firefighter, radio, transmissions, indicate, that, a, possible, second, start, of, the, #campfire, was, caught, on, a, firewatch, camera, near, the, #concow, reservoir, ,, about, a, half-hour, after, the, first, flames, were, reported, about, five, miles, northeast, near, poe, dam, and, pulga, .]",2018-11-16 23:53:04,,
"[more, #smoke, from, the, #campfire, #bernalhill, @, bernal, heights, ,, san, francisco]",2018-11-16 23:52:47,,
"[meet, claim, team, representative, alissa, marsenburg, deployed, to, assist, our, customers, impacted, by, the, #campfire, ., she, became, concerned, with, the, warmth, of, her, customers, so, during, her, lunch, break, instead, of, buying, a, sandwich, she, bought, blankets, ., #heretohelp]",2018-11-16 23:52:44,,
"[[, fire, ], for, california, fire, news, &, amp, ;, how, to, help, ,, follow, my, lists, :, california, :, humanitarian, :, #campfire, #paradise, #buttecounty, #woolseyfire, #calabasas, #westhills, #malibu, #malibufire, #hillfire, #oakpark, #venturafire, #topanga, #topangacanyon]",2018-11-16 23:52:41,1.0,
"[#concow, superintendent, says, 10, students, are, missing, ., all, staff, are, accounted, for, ., #campfire, #campfirejameswoods, #paradisefire, #buttesheriff, #buttecounty, #paradise, #magalia, #californiafire, #californiawildfires]",2018-11-16 23:52:41,,
"[unreal, #campfire]",2018-11-16 23:52:38,,
"[oh, my, ,, just, a, gut-wrenching, report, from, as, she, accompanies, a, man, searching, for, his, disabled, wife, in, the, midst, of, the, california, fires, .]",2018-11-16 23:52:35,,
"[price, says, that, now, ,, most, people, need, cash, ,, gift, cards, ,, hands, and, tools, to, clean, up, and, rebuild, ., it's, best, to, go, to, the, place, and, let, them, tell, you, want, they, need, ., #californiafires]",2018-11-16 23:52:32,,
"[great, news, to, report, !, hopefully, we, will, all, breathe, a, little, easier, by, the, middle, to, latter, part, of, next, week, as, storms, arrive, &, amp, ;, clean, out, our, air, !, bringing, out, the, storm, impact, scale, !, #campfire, #sanfrancisco, #bayarea, #californiawildfires]",2018-11-16 23:52:31,,
"[[, yellow, heart, ], |, livecontinuing, with, our, california, fire, relief, fundraising, &, amp, ;, checking, out, #sims4, get, famous, cas, &, amp, ;, build, /, buy, .]",2018-11-16 23:52:27,1.0,
"[horribly, heartbreaking, ., families, desperately, searching, for, their, loved, ones, after, the, camp, fire]",2018-11-16 23:52:25,,
"[while, others, covered, the, #woolseyfire, ,, i, headed, up, to, idyllwild, ., it, nearly, burned, just, a, few, months, ago, ., now, ,, residents, are, trying, to, protect, the, town, while, also, considering, forest, health, ., my, latest, with, &, amp, ;, via]",2018-11-16 23:52:15,,
"[bay, area's, air, quality, currently, the, worst, in, the, world, #campfire, #campfire, #nationalweatherservice]",2018-11-16 23:52:13,,
"[how, many, people, are, going, to, die, in, next, year's, fires, ?, and, in, the, next, year's, ?, #climatechange, means, that, the, fires, will, keep, getting, worseunless, something, serious, changes, ,, more, will, die, every, year, ., it, will, likely, get, *, bad, *, ., fix, it, ., demand, that, the, government, fixes, it, ., #campfire]",2018-11-16 23:52:10,,
"[the, town, also, had, park, service, members, and, families, living, on, site, ., a, washer, and, dryer, are, all, that's, left, slightly, standing, at, this, house, ., #woolseyfire, .]",2018-11-16 23:52:09,,
"[the, #campfire, has, been, devastating, ., #humankindness, #compassion, and, #californiastrong, through, unity, of, community, !, [, heavy, black, heart, ], [, ?, ], [, heavy, black, heart, ], [, ?, ]]",2018-11-16 23:51:57,1.0,
"[these, before-and-after, images, of, buildings, in, paradise, ,, california, ,, give, a, glimpse, of, the, devastation, from, the, camp, fire, ,, the, deadliest, and, most, destructive, wildfire, in, the, state's, history]",2018-11-16 23:51:56,,
"[#campfire, the, mystery, camp, fire, ', second, start, ', :, was, it, captured, on, firewatch, camera, ?, via]",2018-11-16 23:51:55,,
"[here's, a, list, of, bay, area, schools, closed, due, to, smoke, from, #campfire, .]",2018-11-16 23:51:52,,
"[dr, ., smith, is, #campfire, site, weds, to, sunday, working, with, &, amp, ;, there, are, many, injured, animals, and, animals, needing, shelter, and, veterinary, care, ., there, are, more, still, to, be, found, ., please, consider, donating, to, any, of, the, organizations, tagged, in, this, tweet, .]",2018-11-16 23:51:48,,
"[dr, ., smith, is, at, the, #campfire, we, wanted, to, keep, you, updated, ,, here, are, some, pictures, and, we, will, have, a, statement, shortly, ., thank, you, to, everyone, that, has, contributed, to, this, unfortunate, situation, ., #cawildfires, #community]",2018-11-16 23:51:47,,
"[these, before-and-after, images, of, buildings, in, paradise, ,, california, ,, give, a, glimpse, of, the, devastation, from, the, camp, fire, ,, the, deadliest, and, most, destructive, wildfire, in, the, state's, history]",2018-11-16 23:51:46,,
"[amy, was, just, interviewed, by, channel, 2, and, #fox, news, regarding, the, #campfire, in, #paradise, .., 6pm, and, 9pm, tonight]",2018-11-16 23:51:39,,
"[the, smoke, is, so, bad, ,, mt, ., diablo, is, completely, blocked, out, #campfire, #bayareasmoke, #danvilleca, #mtdiablo]",2018-11-16 23:51:31,,
"[northern, california, air, quality, reaches, dangerous, levels, as, smoke, from, camp, fire, spreads, -, nbc, news]",2018-11-16 23:51:28,,
"[what, do, you, tell, people, who, are, sleeping, in, a, parking, lot, and, still, have, to, wait, 5-7, days, to, even, get, an, answer, from, fema, ?, camp, fire, evacuees, at, makeshift, camp, in, walmart, parking, lot, given, deadline, to, leave, via, #campfire]",2018-11-16 23:51:14,,
"[very, nice, ., +, 1, #prayforcalifornia, #californiawildfires, #campfire]",2018-11-16 23:51:07,,
"[fyi, ~, this, usaf, veteran, has, (, maybe, had, ), some, empty, paddock's, for, camp, fire, horses, ., here, is, her, facebook, page, :]",2018-11-16 23:50:55,,
"[we, need, more, media, coverage, on, this, ., there's, a, reason, camp, fire, is, the, biggest, &, amp, ;, most, toxic, in, california, history, .]",2018-11-16 23:50:53,,
"[inside, the, camp, fire, perimeter, ,, these, residents, faced, the, inferno, ., now, ,, they, &, amp, ;, amp, ;, apos, ;, re, ...]",2018-11-16 23:50:49,,
"[hi, everyone, ,, please, click, here, to, support, my, gofundme, campaign, ,, camp, fire, butte, county, :]",2018-11-16 23:50:45,,
"[here's, a, stunning, statistic, regarding, the, california, wild, fires, ,, specifically, the, camp, fire, :, at, one, point, ,, the, fire, was, burning, at, a, speed, of, 800, acres, every, minute, ,, or, a, little, over, one, ...]",2018-11-16 23:50:44,,
"[more, southern, california, fire, evacuees, return, home]",2018-11-16 23:50:41,,
"[#campfire, reportedly, 45, %, contained, ,, with, active, fire, in, the, northeast, and, southeast, quadrants, ., fire, immediately, near, #lakeoroville, has, dwindled, .]",2018-11-16 23:50:33,,
"[video, evidence, of, tech, arson, being, used, to, start, the, ', camp, fire, ', that, destroyed, paradise, ca]",2018-11-16 23:50:30,,
"[looking, to, get, away, from, all, the, smoke, in, the, #sanfrancisco, #bayarea, ?, you, can, find, good, air, quality, in, tahoe, &, amp, ;, parts, of, #socal, ., #campfire, #californiawildfires]",2018-11-16 23:50:29,,
"[these, unlikely, bedfellow, refugees, from, the, #campfire, will, just, d'awwww, your, heart, into, a, puddle]",2018-11-16 23:50:27,,
"[more, southern, california, fire, evacuees, return, home, by, the, associated, press, via, nyt]",2018-11-16 23:50:13,,
"[look, closely, ., this, is, where, our, friends, ,, neighbors, and, families, live, and, work, ., pix, taken, one, week, apart, ., #campfire, #woolseyfires, #firefighters]",2018-11-16 23:50:10,,
"[this, is, how, friends, ,, neighbors, and, allies, do, it, ., initially, went, out, and, started, buying, $, 25, gift, cards, to, hand, out, so, people, could, buy, daily, necessities, ., #californiawildfires, #campfire]",2018-11-16 23:50:08,,
"[catch, up, on, all, the, latest, construction, from, around, the, world, ., every, week, ,, we, bring, you, 10, of, the, most, newsworthy, construction, stories, in, an, easy, to, access, slideshow, ., click, through, and, grind, away, !, #campfire, #amazonhq2, #greenbuilding]",2018-11-16 23:50:07,,
"[as, areas, affected, by, the, #campfire, are, opened, to, the, public, ,, there, is, important, health, and, safety, information, to, be, aware, of, ., #buttecounty, _ca, _valley, _oroville, _chico]",2018-11-16 23:50:05,,
"[from, a, friend, who, lost, his, home, and, business, in, the, #woolseyfire, :, jesse, james, element, fire, relief, !]",2018-11-16 23:50:04,,
"[cal-stanford, was, postponed, because, of, health, concerns, from, the, camp, fire]",2018-11-16 23:50:02,,
"[her, story, really, resonates, with, me, !, please, take, a, look, ., #community, i, donated, to, ', anna, dise, ', -, via, #donate, #fundraiser, #gofundme, #please, #share, #support, #fire, #campfire, #paradiseca, #buttecounty]",2018-11-16 23:49:57,,
"[step, aside, #beijing, -, -, norcal, now, has, the, distinction, of, having, worst, air, in, the, world, via, snapshot, of, sfbay, cities, at, 2:18, pm, fri, 11/16, /, 18, #campfire, #airquality, really, need, that, #atmosphericriver, about, now, ...]",2018-11-16 23:49:53,,
"[(, all, donation, links, directed, respondents, through, a, democratic, clearinghouse, ,, which, collects, emails, and, builds, donor, lists, exclusively, for, left-wing, causes, ., ), kamala, harris, sent, email, to, raise, money, for, california, fire, victims, ,, but, left, out, one, little, detail]",2018-11-16 23:49:39,,
"[#campfire, smoke, forces, #sacramentostate, to, cancel, all, classes, through, #thanksgiving]",2018-11-16 23:49:36,,
"[#campfire, all, these, babies, are, looking, for, their, pet, parents, ....]",2018-11-16 23:49:30,,
"[northern, california, fire, brings, worst, air, quality, in, the, world, to, residents, hundreds, of, miles, away]",2018-11-16 23:49:19,,
"[#campfire, 11, [, ?, ], 16, [, ?, ], 18, -, some, evacuation, orders, reduced, to, evacuation, warnings, .]",2018-11-16 23:49:15,,
"[for, a, detailed, explanation, about, #fema, assistance, due, to, #campfire, #californiafires, #paradise, affecting, #greencard, for, #immigrants, go, to]",2018-11-16 23:49:15,,
"[new, :, former, police, chief, of, both, chico, &, amp, ;, oroville, ,, kirk, trostle, ,, and, his, wife, ,, a, retired, elementary, school, principal, ,, sue, for, causing, the, #campfire, ,, which, destroyed, their, #paradise, home, and, the, homes, of, their, grown, children, .]",2018-11-16 23:49:12,,
"[california, throws, lifeline, to, pg, &, amp, ;, e, over, potential, camp, fire, liability]",2018-11-16 23:48:53,,
"[_m_ferreira, _pinkham, _carl, trump, will, be, in, chico, tomorrow, ,, but, it's, difficult, to, obtain, any, specifics, on, where, and, when, ., at, this, moment, ,, i, haven't, heard, of, any, welcoming, committees, ., i, assume, most, people, are, busy, with, #campfire, efforts, .]",2018-11-16 23:48:48,,
"[old, town, pizza, and, tap, house, tonight, and, this, weekend, will, donate, a, portion, of, their, sales, to, relief, for, the, camp, fire, victims, ., the, owners, shared, this, photograph, of, their, grandparents, ', devastated, house, in, paradise, .]",2018-11-16 23:48:40,,
"[let, me, ask, you, a, question, and, get, your, opinion, during, the, california, fire, over, 60, +, people, died, donald, trump, refused, to, render, assistance, to, california, because, they're, a, sanctuary, city, does, that, make, him, a, murderer, ?, ?, ?]",2018-11-16 23:48:32,,
"[hi, everyone, ,, please, click, here, to, support, my, gofundme, campaign, ,, camp, fire, butte, county, :]",2018-11-16 23:48:31,,
"[more, southern, california, fire, evacuees, return, home]",2018-11-16 23:48:24,,
