tweet,time,score,human_score
"[held, our, collective, breaths, reading, this, ., the, bravery, shown, by, the, firefighters, ,, first, responders, ,, medical, personnel, and, citizens, at, this, terrible, event, is, unbelievable, ., they, are, all, true, heroes, ., must, read, ., #campfire]",2018-11-18 23:52:00,,
"[california, fire, :, what, is, the, impact, on, health, in, the, long, run, ?]",2018-11-18 23:51:32,,
"[really, great, advice, !, its, so, terrible, that, people, would, do, this, ,, but, it, happens, every, time, !, be, careful, tweeties, !, #campfirejameswoods, #woolseyfire]",2018-11-18 23:51:21,,
"[my, hometown, is, devastated, ., should, have, these, guys, on, a, live, show, to, make, $, for, the, #campfire, victims, .]",2018-11-18 23:51:09,,
"[this, is, beyond, terrifying, .]",2018-11-18 23:50:53,,
"[the, are, hosting, their, annual, pancake, breakfast, on, 12/1, -, these, volunteers, are, actively, working, at, the, #campfire, right, now, !]",2018-11-18 23:50:50,,
"[surviving, the, camp, fire, was, hard, enough, ., now, these, animals, have, to, find, their, humans, .]",2018-11-18 23:50:37,,
"[i've, just, posted, a, new, blog, :, pg, &, amp, ;, e, reports, another, outage, on, morning, when, california, fire, started]",2018-11-18 23:50:31,,
"[trump, says, camp, fire, is, ', total, devastation, ,, ', but, hasn't, made, him, rethink, climate, change]",2018-11-18 23:50:22,,
"[dog, found, ', protecting, the, only, house, left, on, the, block, ', after, camp, fire, in, paradise]",2018-11-18 23:50:16,,
"[california, camp, fire, ravages, town, of, paradise, ,, but, family, dog, survives]",2018-11-18 23:50:08,,
"[#campfire, there, are, many, structures, still, standing, ., the, black, area, are, structures, that, have, not, burned, ., then, the, red, that, are, burned, .]",2018-11-18 23:50:04,,
"[people, from, finland, collectively, said, excuse, me, ?, after, trump, said, the, country, rakes, its, forest, to, prevent, fires, via]",2018-11-18 23:50:01,,
"[please, help, me, ,, a, 2nd, grade, teacher, ,, help, my, friend, (, a, first, grade, teacher, ), who, not, only, lost, her, house, ,, but, also, her, classroom, in, the, #campfire]",2018-11-18 23:49:49,,
"[are, they, calling, it, #campfire, to, sway, all, doubt, it, was, started, by, anything, else, ,, like, ,, say, ,, dews, ?]",2018-11-18 23:49:46,,
"[hurray, ,, janya, finney, has, been, found, !, thanks, to, all, that, helped, in, the, searches, and, those, who, have, relentlessly, been, tweeting, from, afar, ., #campfirejameswoods, #campfire, #campfirefound]",2018-11-18 23:49:23,,
"[please, help, me, ,, a, 2nd, grade, teacher, ,, help, my, friend, (, a, first, grade, teacher, ), who, not, only, lost, her, house, ,, but, also, her, classroom, in, the, #campfire]",2018-11-18 23:49:21,,
"[just, quit, you, imbecile, !, #rake, #raketheforest, #makeamericarakeagain, #campfire, #californiafire, #california, #climatechange]",2018-11-18 23:49:15,,
"[new, #futuristrendcast, post, with, _earth_united, contribution, :, california, wildfires, out, of, control, ., condolences, to, all, victims, !, #woolseyfire]",2018-11-18 23:49:13,,
"[another, load, of, ..., you, blamed, ca, forestry, service, for, the, fire, (, there, were, several, ,, only, camp, fire, was, in, t, /, forest, ), ,, when, it, started, on, federal, land, ,, then, you, suggest, t, /, forests, should, be, ', raked, !, ', you, are, hopeless, ., what's, ur, suggestion, for, the, malibu, fire, &, amp, ;, others, ?]",2018-11-18 23:48:46,,
"[i've, followed, the, fires, pretty, closely, ,, &, amp, ;, i, still, lost, my, composure, reading, this, ., this, is, the, kind, of, story, you, don't, want, to, read, ,, but, absolutely, should, ., understanding, is, critical, ., #cafire, #campfire]",2018-11-18 23:48:33,,
"[adventist, review, online, |, three, angels, broadcasting, network, coverage, of, the, camp, fire]",2018-11-18 23:48:31,,
"[pg, &, amp, ;, e, reports, another, outage, on, morning, when, california, fire, started]",2018-11-18 23:48:26,,
"[please, help, me, ,, a, 2nd, grade, teacher, ,, help, my, friend, (, a, first, grade, teacher, ), who, not, only, lost, her, house, ,, but, also, her, classroom, in, the, #campfire]",2018-11-18 23:48:23,,
"[we've, never, seen, anything, like, this, in, california, ,, we've, never, seen, anything, like, this, yet, ., it's, like, total, devastation, ,, president, trump, said, as, he, stood, amid, the, ruins, of, the, town, of, paradise, ., #, via]",2018-11-18 23:48:13,,
"[wow, ., what, horrifying, &, amp, ;, apocalyptic, accounts, ., praying, for, all, those, affected, by, the, fires, in, california, .]",2018-11-18 23:48:12,,
"[., was, interviewed, by, ., re, :, #campfire, #ridgestrong]",2018-11-18 23:48:03,,
"[although, i'm, unemployed, ,, still, showing, symptoms, from, breathing, in, too, much, ash, from, the, camp, fire, ,, and, back, in, los, angeles, ,, i, just, got, some, good, news, :, my, previous, employer, that, messed, my, pay, and, was, targeting, college, students, is, no, longer, on, my, university's, job, search, site, !]",2018-11-18 23:48:02,,
"[evacuated, from, the, #campfire, ?, contact, your, insurer, at, their, toll, free, phone, number, #wildfires]",2018-11-18 23:48:01,,
"[the, in, #chico, ca, will, be, providing, a, free, warm, breakfast, to, any, and, all, #campfire, #paradisefire, evacuees, starting, tomorrow, from, 7am, -, 1pm, ., what, a, great, way, to, help, out, a, community, in, need, !, thank, you, to, the, staff, of, ihop, !, address, :, 2040, business, lane, chico, ca]",2018-11-18 23:47:59,,
"[we're, committed, to, making, sure, paradise, recovers, and, to, getting, those, harmed, by, this, terrible, fire, the, help, they, need, now, ., our, team, represents, thousands, of, wildfire, survivors, and, we're, here, to, help, ., learn, more, and, contact, us, at, #campfire]",2018-11-18 23:47:56,,
"[retired, chico, police, chief, sues, pg, &, amp, ;, e, over, #campfire, _cgfx, _]",2018-11-18 23:47:53,,
"[an, eerie, smoked, covered, lake, caused, by, the, massive, northern, california, fire, ..., #prayersforcalifornia, @, lake, chabot, regional, park]",2018-11-18 23:47:50,,
"[how, authorities, search, for, those, missing, during, the, california, fires]",2018-11-18 23:47:28,,
"[how, authorities, search, for, those, missing, during, the, california, fires]",2018-11-18 23:47:23,,
"[terrifying, account, by, the, la, times, on, how, paradise, burned, .]",2018-11-18 23:47:15,,
"[you, can, follow, wick, wish, candle, co, on, instagram, -, @, wickwishcandleco, -, for, updates, on, when, the, time, team, candle, will, be, live, ., i'm, also, donating, 20, %, of, all, orders, to, camp, fire, relief, ., #timeless, #clockblockers]",2018-11-18 23:47:06,,
"[despite, the, devastation, ,, survivors, of, the, camp, fire, go, forward, with, wedding, -, los, angeles, times]",2018-11-18 23:47:05,,
"[yes, ., this, ., #rebeccasolnit, .]",2018-11-18 23:46:58,,
"[whoops, ,, meant, #campfire]",2018-11-18 23:46:53,,
"[california's, devastating, camp, fire, destroyed, the, town, of, paradise, ,, and, some, residents, don't, think, they'll, return]",2018-11-18 23:46:48,,
"[noaa's, hrrr, smoke, satellite, time-lapse, shows, the, wind, shift, the, day, pg, &, amp, ;, e, emailed, ,, wed, 11/7, ,, just, before, camp, fire, ignites, ,, then, can, see, how, air, shift, blows, on, /, through, camp, fire, 11/8, .]",2018-11-18 23:46:46,,
"[california, fire, :, what, started, as, a, tiny, brush, fire, became, the, state's, deadliest, wildfire, ., here's, how]",2018-11-18 23:46:39,,
"[yeah, ,, raking, would've, helped, ., #shitforbrains, trump, #californiafires, #woolseyfire]",2018-11-18 23:46:33,,
"[hopefully, it, works, out, ., nicole, inherited, some, from, her, grandmother, and, we, did, the, same, technique, with, camp, fire, coals, for, our, heat, source]",2018-11-18 23:46:25,,
"[i, am, captivated, by, this, tool, showing, which, buildings, are, destroyed, and, which, survive, at, the, #campfire, ., the, scale, of, loss, here, is, still, so, inconceivable, .]",2018-11-18 23:46:15,,
"[legendary, guitar, builder, wayne, charvel, lost, his, workshop, and, home, in, the, camp, fire, [, white, frowning, face, ], [, ?, ], produced, famous, guitars, for, #vanhalen, #zztop, and, #deeppurple, to, name, a, few, ., a, lifetime, of, work, is, destroyed, in, a, couple, hours, ., read, the, story, :]",2018-11-18 23:46:12,0.0,
"[butte, county, sheriff, :, ', still, trying, to, bring, order, to, the, chaos, ', caused, by, camp, fire]",2018-11-18 23:46:05,,
"[pg, &, amp, ;, e, waited, more, than, a, week, before, relaying, crucial, information, to, state, regulators, about, a, second, electrical, incident, in, the, early-morning, hours, of, nov, ., 8, ,, less, than, an, hour, after, the, camp, fire, was, first, reported, .]",2018-11-18 23:46:01,,
"[cbs, news, :, california, wildfires, :, nearly, 1,300, unaccounted, for, in, camp, fire, -, live, updates, .]",2018-11-18 23:46:01,,
"[california, fire, :, what, started, as, a, tiny, brush, fire, became, the, state's, deadliest, wildfire, ., here's, how, -, los, angeles, times]",2018-11-18 23:45:57,,
"[how, authorities, search, for, those, missing, during, the, california, fires, #cnn]",2018-11-18 23:45:50,,
"[read, this, horrifying, account, of, the, california, fires, and, cry, ., i, can't, think, of, anything, more, horrible, .]",2018-11-18 23:45:46,,
"[in, pictures, :, wildfires, tear, across, california]",2018-11-18 23:45:45,,
"[since, i'm, still, in, facebook, jail, until, tomorrow, i, cannot, respond, or, forward, anything, there, ., #campfire, #campfiresmoke, #campfirepets, #jameswoods]",2018-11-18 23:45:41,,
"[the, long, ,, hard, process, of, identifying, the, dead, in, california's, deadliest, wildfire, via]",2018-11-18 23:45:29,,
"[more, than, 1,200, still, missing, in, california's, camp, fire]",2018-11-18 23:45:22,,
"[on, tues, nov, 6th, ,, pg, &, amp, ;, e, warned, but, didn't, power, down, ., next, day, ,, wed, ,, they, sent, email, to, homeowner, about, wanting, access, to, their, powerline, on, her, property, ,, probably, where, fire, started, .]",2018-11-18 23:45:19,,
"[whoever, did, this, ., kodo's, ., i, know, we, are, not, on, the, ground, ,, but, trying, to, help, people, remotely, ., great, video, from, a, few, days, ago, ., i, would, like, an, updated, one, ., so, much, tragedy, ,, but, so, many, rewards, also, ., #campfirejameswoods, #campfire, #missingpets]",2018-11-18 23:45:18,,
"[how, authorities, search, for, those, missing, during, the, california, fires]",2018-11-18 23:45:15,,
"[how, authorities, search, for, those, missing, during, the, california, fires]",2018-11-18 23:45:09,,
"[', he, can, kiss, my, red, ass, ', :, california, fire, evacuees, give, trump, visit, short, shrift]",2018-11-18 23:45:08,,
"[man, finds, engagement, ring, in, rubble, after, california, camp, fire, destroys, home]",2018-11-18 23:45:07,,
"[she, turns, around, and, said, ,, ', you're, alive, ,, ', and, i, said, ,, ', oh, my, god, you're, alive, ., ', #campfire]",2018-11-18 23:45:01,,
"[49ers, auctioning, game-worn, jerseys, to, support, camp, fire, victims]",2018-11-18 23:45:01,,
"[how, authorities, search, for, those, missing, during, the, california, fires]",2018-11-18 23:45:00,,
"[california, fire, toll, rises, ,, 1276, missing, #worldnews]",2018-11-18 23:44:58,,
"[[, purple, heart, ], [, purple, heart, ], [, purple, heart, ], update, [, purple, heart, ], [, purple, heart, ], [, purple, heart, ], [, person, with, folded, hands, ], [, emoji, modifier, fitzpatrick, type, -, 4, ], [, person, with, folded, hands, ], [, emoji, modifier, fitzpatrick, type, -, 4, ], [, person, with, folded, hands, ], [, emoji, modifier, fitzpatrick, type, -, 4, ], janya, finney, has, been, found, she's, at, a, friends, staying, in, and, rv, in, a, near, by, town, ., she's, safe, and, well, thank, god, !, [, person, with, folded, hands, ], [, ...]",2018-11-18 23:44:43,1.0,
"[mary, lou, goss, -, paradise, california, fire]",2018-11-18 23:44:39,,
"[as, the, fire, neared, ,, this, 93, -, year-old, knew, she, had, to, get, out, ., then, her, garbageman, showed, up, .]",2018-11-18 23:44:31,,
"[gosh, ,, had, we, just, found, the, time, and, resources, to, rake, the, 33, million, acres, of, forest, in, california, we, wouldn't, be, in, this, situation, now, ., #campfire]",2018-11-18 23:44:27,,
"[chicostart, offering, help, for, camp, fire, victims]",2018-11-18 23:44:17,,
"[california, wildfires, out, of, control, ., condolences, to, all, victims, !, #woolseyfire, via]",2018-11-18 23:44:05,,
"[this, is, an, incredibly, powerful, piece, ., i, got, teary, several, times, ., california, fire, :, what, started, as, a, tiny, brush, fire, became, the, state's, deadliest, wildfire, ., here's, how]",2018-11-18 23:44:04,,
"[these, are, facts, ., trump, is, not, interested, in, facts, ., sad, ., #campfire]",2018-11-18 23:43:54,,
"[which, reminds, me, ,, hey, dave, ,, where, is, the, camp, fire, base, camp, ?]",2018-11-18 23:43:45,,
"[when, will, somebody, say, something, about, what, /, who, started, the, camp, fire, !, !, people, are, dead, ,, missing, ,, the, air, is, toxic, !, i, want, to, know, the, cause, .]",2018-11-18 23:43:40,,
"[', very, sad, to, see, ', :, trump, visits, paradise, lost, by, california, fire]",2018-11-18 23:43:38,,
"[wait, ..., don't, tell, me, ..., i, got, this, ., they, forgot, to, rake, the, forest, !, !]",2018-11-18 23:43:35,,
"[_, _curmudgeon, american, refugees, :, update, #campfireshelter, availablegridley, ,, ca, 30, miles, south, of, #chicobutte, county, fairgroundsshower, ,, security, ,, medical, ,, natguardwristband, required, for, entry, -, genuine, evacuees, -, no, homeless, #campfire, #campfirepets, #campfiresmoke, #campfirejameswoods, #kag]",2018-11-18 23:43:10,,
"[#buttecounty, fair, grounds, shelter, has, various, buildings, including, a, food, pavilion, ., it's, a, multi-functional, space, ,, that, can, host, rvs, ,, large, and, small, animals, and, is, spacious, ., [, ?, ], #campfire, #chico, #paradise, #oroville, #magalia, #pulga, #concow, #corning, #redbluff]",2018-11-18 23:43:09,,
"[trump, says, camp, fire, is, ', total, devastation, ,, ', but, hasn't, made, him, rethink, climate, change]",2018-11-18 23:43:09,,
"[definitely, not, too, late, ., there, is, a, need, now, and, for, some, time, to, come, ., but, the, sooner, everyone, donates, ,, the, better, planning, will, be, in, place, and, the, sooner, victims, will, get, assistance, ., please, donate, today, !, #campfire]",2018-11-18 23:42:53,,
"[california, camp, fire, ravages, town, of, paradise, ,, but, family, dog, survives, #foxnews]",2018-11-18 23:42:53,,
"[my, kids, lost, everything, ., i, voted, for, him, -, and, now, ?, he, can, kiss, my, red, ass, ,, california, fire, evacuees, give, trump, visit, short, shrift, #maga, #montana]",2018-11-18 23:42:49,,
"[camp, fire, survivor, :, does, anyone, know, this-kitty, ?, pdx, portland, fire, dept, ., found, (, calico, ), while, evacuat, ., &, amp, ;, firefighting, ., if, anyone, knows, this, calico, contact, vca, ., calico, is, a, bit, traumatized, but, recovering, nicely, from, the, ordeal, ., calico, frm, ., paradise, ., thanks-portland, pdx, fire, depart]",2018-11-18 23:42:48,,
"[you, mean, to, tell, me, that, our, government, cannot, come, up, with, better, shelter, assistance, for, citizens, ,, who, have, lost, everything, ,, than, a, tent, city, in, a, walmart, parking, lot, ?, why, can't, we, talk, &, amp, ;, do, more, about, that, than, about, raking, the, goddamn, forest, ?, !, #campfire, #californiafires]",2018-11-18 23:42:48,,
"[#woolseyfire, beginning, to, demobilize, as, president, visits]",2018-11-18 23:42:33,,
"[_davidlittle, or, here, ,, read, this, ., then, tell, me, if, david's, we, all, knew, it, was, going, to, happen, piece, doesn't, seem, a, little, bit, like, salt, in, a, wound, .]",2018-11-18 23:42:24,,
"[california, camp, fire, ravages, town, of, paradise, ,, but, family, dog, survives]",2018-11-18 23:42:18,,
