tweet,time,score,human_score
"[we, are, saddened, to, see, paramount, ranch, ,, the, set, of, so, many, beloved, hollywood, films, ,, destroyed, by, the, #woolseyfire, ., thank, you, to, all, first, responders, for, their, tireless, and, heroic, work, .]",2018-11-12 23:58:34,,0.0
"[this, is, incredible, ., i, lived, in, calabasas, since, the, 90, ', s, off, of, malibu, canyon, and, have, never, seen, anything, like, this, !, this, photo, was, taken, off, of, kanan, whichis, parallel, to, malibu, canyon, ., going, towards, #malibu, #woolseyfire]",2018-11-12 23:58:33,,1.0
"[california, wildfire, map, shows, destruction, of, deadly, camp, fire, :, the, latest]",2018-11-12 23:58:32,,0.0
"[just, a, thought, :, our, country, has, the, ability, to, manipulate, the, weather, ,, so, why, don't, they, attempt, to, make, it, rain, on, the, california, fires, ?, oh, ,, because, we, aren't, supposed, to, know, about, that, capability, ., #peakfire, #woolseyfire, #campfirejameswoods, #lynnfire]",2018-11-12 23:58:32,,0.0
"[fact, check, :, trump's, misleading, claims, about, california's, fire, ', mismanagement, ']",2018-11-12 23:58:32,,0.0
"[!, !, #woolseyfire, closure, !, !, all, offramps, remain, shutdown, in, #woodlandhills, on, us, -, 101, nb, between, vly, cir, blvd, and, liberty, cyn, rd, #latraffic]",2018-11-12 23:58:29,,1.0
"[our, library, dean, at, #chicostate, ,, patrick, newell, ,, shared, this, website, that, looks, incredibly, helpful, and, practical, for, next, steps, for, people, after, a, fire, :, so, many, categories, and, resources, ., thanks, #campfire]",2018-11-12 23:58:27,,0.0
"[new, videothis, is, what, i, saw, yesterday, when, i, raced, into, the, worst, fire, in, california, history, ., #woolseyfire, #woolsey]",2018-11-12 23:58:22,,1.0
"[the, woolsey, fire, and, hill, fire, have, 31, dead, and, more, than, 200, missing, ?, really, ?, thought, that, was, only, the, camp, fire, ?, with, 2, dead, at, woolsey, ., rest, are, all, from, the, camp, fire]",2018-11-12 23:58:17,,0.0
"[after, a, fire, ,, insurers, are, ', very, smart, about, paying, less, ., ', here's, how, to, handle, them]",2018-11-12 23:58:17,,0.0
"[my, family, and, i, are, safe, [, person, with, folded, hands, ], the, fire, got, close, -, too, close, !, !, !, we're, hoping, the, winds, calm, down, ., it's, been, scary, !, we're, praying, for, all, the, fire, victims, -, big, and, small, ,, furry, and, feathered, [, heavy, black, heart, ], [, ?, ], [, heavy, black, heart, ], [, ?, ], [, heavy, black, heart, ], [, ?, ], #woolseyfire, #peakfire, #californiafires]",2018-11-12 23:58:08,1.0,1.0
"[suspected, camp, fire, looters, were, dressed, like, forest, service, workers]",2018-11-12 23:58:00,,0.0
"[i'm, raising, money, for, camp, fire, evacuated, lost, everything, ., click, to, donate, :, via]",2018-11-12 23:57:59,,1.0
"[update, :, california, highway, patrol, chico, released, a, list, of, vehicles, that, were, towed, from, the, paradise, area, ., the, list, includes, the, area, they, were, towed, from, as, well, ., you, can, find, the, list, ,, which, they, will, continue, to, update, ,, on, their, facebook, page, ., #campfire, #californiawildfires]",2018-11-12 23:57:53,,1.0
"[saddle, peak, lodge, is, confirmed, to, be, intact, ., no, damage, has, been, done, as, far, as, we, are, aware, ,, a, representative, told, tmt, ., #woolseyfire]",2018-11-12 23:57:52,,1.0
"[i, have, seen, a, dozen, of, these, today, out, of, mather, i've, my, house, in, roseville, !, heading, north, to, the, #campfire, keep, up, the, great, work, !, let's, smother, this, hell, !]",2018-11-12 23:57:52,,1.0
"[california, fire, tracker]",2018-11-12 23:57:49,,1.0
"[massive, #woolseyfire, began, on, #contaminated, #santasusana, field, laboratory, ,, close, to, site, of, partial, #meltdown, . . .]",2018-11-12 23:57:36,,0.0
"[thank, you, for, the, outpouring, of, support, and, supplies, for, animals, affected, by, the, #campfire, !, donations, were, delivered, today, to, overwhelming, gratitude, ., this, will, be, a, long-term, ,, complex, recovery, effort, helping, animals, in, the, wake, of, this, devastation, .]",2018-11-12 23:57:30,,1.0
"[!, !, #woolseyfire, closure, !, !, all, lanes, closed, until, further, notice, in, #losangeles, on, kanan, rd, sb, between, us, -, 101, and, ca, -, 1, #latraffic]",2018-11-12 23:57:16,,0.0
"[farmers, (, r, ), has, established, relief, sites, in, chico, ,, thousand, oaks, ,, and, will, rogers, state, beach, to, help, customers, impacted, by, #woolseyfire, #campfire, .]",2018-11-12 23:57:16,,1.0
"[a, firefighter, that, tried, to, go, up, on, thursday, to, paradise, was, told, to, leave, and, denied, ., they, put, it, all, on, small, police, force, ., it, was, survival, of, fittest, as, i, horribly, said, b4, leaving, ., mom, dead, told, me, after, 12, getting, no, one, out, who, couldn't, on, 911, /, dispatch, #campfire, #fires]",2018-11-12 23:57:14,,0.0
"[stan, lee, passed, away, ,, california, fire, is, detroying, whole, neighborhoods, ,, selena, gomez, is, somehow, the, most, streamed, artist, on, spotify, ,, and, gaga, is, coming, for, trump's, throat, ..., y'all, it's, only, monday]",2018-11-12 23:57:14,,0.0
"[to, cali, from, ny, #californiawildfires, #campfire, #woolseyfire, #prayingforyouall]",2018-11-12 23:57:09,,1.0
"[what, to, do, when, dealing, with, an, insurer, after, your, home, catches, fire]",2018-11-12 23:57:08,,0.0
"[i, might, be, evacuated, from, the, #woolseyfire, but, i, still, uploaded, this, video, &, amp, ;, i'm, sitting, replying, to, comments, from, the, lobby, of, my, hotel, right, now, ..., come, see, it, ,, i, hope, it, brightens, someone's, day, :]",2018-11-12 23:57:07,,0.0
"[unhealthy, air, quality, caused, by, camp, fire, persists, in, berkeley]",2018-11-12 23:57:04,,0.0
"[a, northern, california, fire, is, growing, at, a, rate, of, about, 80, football, fields, per, minute, -, cnn, ..., continuing, to, pray, [, person, with, folded, hands, ], [, emoji, modifier, fitzpatrick, type, -, 4, ], for, those, in, the, vicinity, of, the, fire, and, those, being, impacted, or, potentially, impacted, by, the, fire, [, fire, ]]",2018-11-12 23:57:03,1.0,0.0
"[what, #sanfrancisco, looks, like, today, ,, courtesy, of, #campfire, #dontbreathe]",2018-11-12 23:57:02,,0.0
"[camp, fire, :, resources, for, reporting, missing, people, and, pets, in, butte, county]",2018-11-12 23:57:01,,0.0
"[hi, -, i, just, checked, the, latest, goes, -, 16, sat, loop, and, i, am, starting, to, see, some, clouds, entering, the, last, few, frames, from, the, west, !, lets, hope, we, are, starting, to, see, this, high, pressure, ridge, move, out, ..., [, fire, ], #campfire, #cawx, _west, [, hand, with, index, and, middle, fingers, crossed, ]]",2018-11-12 23:56:52,1.0,0.0
"[co-author, ,, ,, was, scheduled, to, speak, at, _hr, forum, this, week, ,, but, it's, been, cancelled, due, to, the, tragic, california, fires, ., our, sincerest, thoughts, to, all, those, affected, ,, and, please, consider, how, you, can, help, :]",2018-11-12 23:56:52,,0.0
"[certainly, hope, adam, schiff, get, burned, out, ., california, liberal, forest, management, and, enviromental, rules, are, so, restrictive, that, water, is, not, ...]",2018-11-12 23:56:41,,
"[before-and-after, photos, of, #woolseyfire, #californiawildfires]",2018-11-12 23:56:35,,
"[our, thoughts, are, with, the, victims, of, the, #woolseyfire, and, our, friends, at, #pointdume, ., here, is, a, resource, for, those, still, looking, for, info, on, their, malibu, properties, (, maps, ,, drones, ,, etc, ), and, guidance, on, the, tax, /, financial, side, .]",2018-11-12 23:56:34,,
"[im, about, 90, miles, southeast, the, camp, fire, and, the, smoke, is, horrible, (, today, is, the, 1st, day, i, can, actually, see, the, sky, ), ., we, are, all, on, the, top, of, our, nevers, ..., last, year, we, had, the, lobo, and, mccourty, fire, and, yikes, (, penn, /, grass, valley, )]",2018-11-12 23:56:34,,
"[good, story, ,, but, it, leaves, out, the, factor, that, usually, sparks, these, ca, wildfires, :, deficient, management, of, transmission, equipment, by, electric, utilities, .]",2018-11-12 23:56:33,,
"[even, amid, all, the, chaos, with, #campfire, #hillfire, &, amp, ;, #woolseyfire, ,, we, have, a, local, presence, keeping, an, eye, on, oc, open, space, -, thank, you, #firstresponders, !]",2018-11-12 23:56:31,,
"[., department, heads, briefing, on, the, #woolseyfire, updates, &, amp, ;, strategy, for, the, evening, ., many, #lacounty, partner, agencies, working, together, to, ensure, the, safety, of, the, communities, we, serve, .]",2018-11-12 23:56:31,,
"[we, are, safe, from, the, #massivedestruction, in, southern, california, ,, however, we, have, clients, all, over, this, area, and, our, hearts, break, for, the, devastating, week, our, south, ventura, county, community, has, had, ., [, broken, heart, ], #woolseyfire, #hillfire, #borderline, #yosocial]",2018-11-12 23:56:30,0.0,
"[hey, peeps, ,, for, those, that, don't, know, ,, mes, is, located, in, chico, ,, ca, on, the, edge, of, the, camp, fire, ., we're, all, okay, and, out, doing, what, we, can, for, our, community, ., work, on, steamulator, is, obviously, slowed, but, we, hope, to, be, back, at, it, once, the, smoke, clears, ., stay, safe, out, there, !]",2018-11-12 23:56:29,,
"[dead, in, cars, and, homes, :, northern, california, fire, toll, at, 29]",2018-11-12 23:56:28,,
"[i, love, you, california, [, yellow, heart, ], [, growing, heart, ], [, purple, heart, ], #californiafires, #woolseyfire, #hillfire, #californiastrong]",2018-11-12 23:56:20,1.0,
"[i, gotta, know, ,, is, their, a, law, on, campfires, ?, cause, this, is, ridiculous, ,, a, lot, of, homes, ,, infrastructures, destroyed, ,, and, a, lot, of, lives, lost, ., people, should, be, giving, lesson, to, apply, for, a, permit, to, start, a, camp, fire, or, license, ., this, is, unacceptable, .]",2018-11-12 23:56:17,,
"[why, do, you, make, the, lacofd, pay, their, own, rooms, while, fighting, the, #woolseyfire, ?]",2018-11-12 23:56:15,,
"[couple, of, fundraising, efforts, to, mitigate, the, horrible, losses, suffered, by, those, in, the, education, community, in, the, camp, fire, :*P, aradise, teachers, gofundme, page, :, *, north, valley, community, foundation's, camp, fire, relief, fund, :]",2018-11-12 23:56:12,,
"[trump, couldn't, just, express, empathy, for, california, fire, victims, ., what's, the, matter, with, him, ?]",2018-11-12 23:56:11,,
"[., fact, checktrump's, misleading, claims, about, california's, fire, ', mismanagement, ']",2018-11-12 23:56:09,,
"[so, ,, another, direct, hit, ?, trees, look, fine, for, the, most, part, !, how, is, everything, fried, in, one, area, ?, is, that, a, plastic, or, wooden, lounger, in, the, background, ?, untouched, ?, #woolseyfire, #highlysuspicious, #somethingisnotrighthere, #mondaymotivation]",2018-11-12 23:56:08,,
"[this, is, somebody, that, doesn't, really, know, anything, about, forestry, .]",2018-11-12 23:56:05,,
"[want, to, help, the, california, fire, victims, ?, make, a, small, donation, to, los, angeles, fire, department, foundation, !, #californiafires, #californiawildfires]",2018-11-12 23:56:01,,
"[interactive, map, listing, people's, missing, pets, from, the, #campfire, #campfire, #campfireparadise, #campfirelostpets, #lostpets, #campforepets, #californiawildfires, #campfirejameswoods, #californiafire, #socalfirejameswoods]",2018-11-12 23:55:51,,
"[#woolseyfire, #hillfire, #california, #help, #donate, #heartbroken, #thoughtsandprayers, [, broken, heart, ], words, below, are, mine, ., original, pic, posted, ', s, instagram, ., [, camera, with, flash, ], by, kellansworld, (, instagram, ), .]",2018-11-12 23:55:50,0.0,
"[flare, up, by, the, 101, agoura, hills, #woolseyfire, #lacounty]",2018-11-12 23:55:44,,
"[california, fires, :, trump's, tweets, about, forest, management, are, misleading, at, best, ., historian, stephen, pyne, :]",2018-11-12 23:55:35,,
"[gerard, butler, posts, image, of, malibu, home, burned, in, wildfire]",2018-11-12 23:55:27,,
"[dead, in, cars, and, homes, :, northern, california, fire, toll, at, 29]",2018-11-12 23:55:27,,
"[todd, and, julie, toth, #campfire, fund]",2018-11-12 23:55:25,,
"[the, latest, &, amp, ;, greatest, fire, closure, info, :, #woolseyfire, #peakfire, #staysafe]",2018-11-12 23:55:16,,
"[in, 5, days, california, has, gone, through, terrible, tragedies, and, lost, 43, people, thus, far, in, the, combined, fires, and, shootings, #thousandoaksshooting, #thousandoaksfire, #campfire, #paradiseonfire, ...]",2018-11-12 23:55:02,,
"[the, solano, napa, firefighter, foundation, is, currently, collecting, monetary, donations, for, victims, of, the, camp, fire, ., 100, %, of, donations, go, directly, to, the, victims, ., donations, can, be, made, via, paypal, at]",2018-11-12 23:55:02,,
"[see, how, you, can, help, #campfire, victims]",2018-11-12 23:55:00,,
"[i, just, donated, to, the, california, fire, foundation, here, :, nyt, article, cited, below, provides, links, to, orgs, helping, fire, victims]",2018-11-12 23:55:00,,
"[it's, highly, likely, the, paradise, california, fire, started, because, of, faulty, power, lines, #abcnews]",2018-11-12 23:54:58,,
"[kabc, news, live, streaming, video, via, #woolseyfire, #malibu]",2018-11-12 23:54:57,,
"[glad, to, hear, you, are, all, ok, there, ., you, folks, are, awesome, !, #campfire, #beeroclock]",2018-11-12 23:54:54,,
"[california's, camp, fire, ,, in, photos, :, high, country, news, |, more, w, /, eco-search, :]",2018-11-12 23:54:54,,
"[share, about, the, #campfire, not, enough, people, are, aware, of, what, is, happening, in, northern, california, .]",2018-11-12 23:54:51,,
"[heading, back, into, the, #malibu, burn, area, ., will, be, checking, out, malibu, canyon, ,, calabasas, ,, etc, looking, for, any, hot, spots, flare, ups, while, we, are, in, critical, fire, danger, weather, ., will, likely, lose, all, cell, service, again, ,, so, if, i, go, dark, ,, that's, why, !, #woolseyfire]",2018-11-12 23:54:49,,
"[anyone, watching, who, has, an, independent, #localshelter, and, #animalrescue, and, is, working, to, save, critters, displaced, by, the, #woolseyfire, please, reply, with, your, info, .]",2018-11-12 23:54:48,,
"[la, isn't, near, the, camp, fire]",2018-11-12 23:54:47,,
"[nothing, tranquil, or, soothing, about, the, sound, of, my, wind, chimes, today, ., #woolseyfire]",2018-11-12 23:54:35,,
"[camp, fire, victim, says, pg, &, amp, ;, e, warned, of, transmission, tower, problem]",2018-11-12 23:54:32,,
"[thinking, about, those, affected, in, california's, most, destructive, wildfire, and, my, heart, is, breaking, for, them, ., lost, family, ,, lost, friends, ,, lost, animals, ,, lost, homes, ., [, broken, heart, ], hoping, the, winds, cooperate, for, the, firefighters, !, thanks, to, all, first, responders, &, amp, ;, every, volunteer, helping, ., #campfire]",2018-11-12 23:54:26,0.0,
"[los, angeles, county, fire, chief, daryl, osby, :, i, can, tell, you, we're, in, extreme, climate, change, right, now, ., we, don't, control, the, climate, ., we're, doing, all, that, we, can, to, mitigate, incidents, and, save, lives, .]",2018-11-12 23:54:25,,
"[try, this, :]",2018-11-12 23:54:25,,
"[california, lovers, and, friends, :, please, watch, the, air, quality, you're, breathing, in, ,, far, and, away, from, the, #campfire, ,, etc, ., you, would, be, shocked, how, even, a, little, could, put, you, in, a, scary, path, for, many, years, to, come, ., stay, safe, ,, and, protect, your, lungs, !]",2018-11-12 23:54:24,,
"[dr, ., alan, miller, sent, this, that, the, camp, fire, of, california, near, woolsey, ,, thousand, oaks, ,, malibu, ,, santa, monica, ,, west, hills, ,, has, burned, up, an, old, nuclear, test, field, ., the, santa, susana, field, lab, is, the, name, ., :]",2018-11-12 23:54:16,,
"[_ed, from, -, footage, shows, two, homes, that, were, completely, demolished, as, a, result, of, the, camp, fire, that, wiped, out, the, town, of, paradise, ., at, least, 29, civilians, have, been, killed, in, this, fire, ,, one, of, several, burning, across, the, state, ., -, ...]",2018-11-12 23:54:09,,
"[support, for, evacuees, continues, to, be, strong, from, the, community, #woolseyfire, #hillfire]",2018-11-12 23:54:07,,
"[500, calls, on, thursday, to, check, on, people, ., 500, the, dispatchers, told, me, repeatedly, as, i, tried, to, call, for, mother, at, 5883, copeland, rd, off, elliott, by, safeway, 500, ., they, are, covering, up, ., many, never, got, calls, told, me, after, 12pm, not, getting, ppl, who, couldn't, get, out, #fires, #campfire]",2018-11-12 23:54:03,,
"[#woolseyfire, burns, #nuclearmeltdown, site, that, state, #toxics, agency, failed, to, clean, up, . . .]",2018-11-12 23:53:57,,
"[except, that, ..., 60, %, of, california's, forests, are, under, federal, ,, not, state, ,, management, ,, according, to, ., the, ', camp, fire, ', ,, which, destroyed, much, of, paradise, in, northern, cali, ,, reportedly, began, on, federal, land, .]",2018-11-12 23:53:57,,
"[warning, graphic, video, !, !, !, aftermath, of, fire, in, california, on, 11/10, /, 18, ., these, people, were, trapped, by, by, the, rapidly, approaching, fire, &, amp, ;, weren't, able, to, escape, ., #campfire, #californiawildfires, #californiafires, #californiafiresmalibu, #wildfire]",2018-11-12 23:53:50,,
"[from, one, of, our, sister, writing, project, sites, ., this, from, dr, ., peter, kittle, ,, northern, california, writing, project, director, i'm, sure, you've, all, heard, about, the, devastating, camp, fire, just, east, of, chico, ,, which, is, ...]",2018-11-12 23:53:48,,
"[right, now, watching, live, video, of, air, 7, hd, flying, over, aftermath, /, destruction, of, #ca, #woolseyfire, and, they, focused, in, on, what, may, have, been, location, of, the, malibu, jewish, center, (, ), ,, and, it, appeared, only, remaining, structure, was, a, giant, menorah, .]",2018-11-12 23:53:47,,
"[update, :, residents, have, been, allowed, to, return, home, in, some, areas, ,, but, osby, says, at, least, 200,000, people, remain, evacuated, ., the, cause, of, the, fire, remains, under, investigation, ., osby, says, nothing, has, been, ruled, out, #woolseyfire, #californiawildfires]",2018-11-12 23:53:46,,
"[visualizing, loss, and, the, effort, to, contain, destruction, ., ', s, aria, provides, a, damage, map, of, california's, #woolseyfire, and, #campfire, from, space, .]",2018-11-12 23:53:43,,
"[. . . ., please, watch, !, !, said, paradise, #campfire, #campfireparadise, had, the, preparation, !, this, is, proof, ,, theres, no, way, !, over, 200, still, missing, !, !]",2018-11-12 23:53:38,,
"[we, all, know, pg, &, amp, ;, e, started, the, #campfire, ,, they, start, fires, all, the, time, ., pg, &, amp, ;, e, are, a, monopoly, ., the, state, should, bankrupt, them, in, fees, and, take, it, over, ., #capolitics]",2018-11-12 23:53:36,,
"[please, let, me, know, if, you, know, how, i, can, help, ...., thank, you, !, !, [, heavy, black, heart, ], [, ?, ], [, hugging, face, ], .., #woolseyfire, #animalrescue, #californiafires, #malibufires, #firerescue, #wildliferehabilitation, #wildliferelocation, ...]",2018-11-12 23:53:34,1.0,
"[thank, you, california, fire, fighters, for, saving, this, classic, ., #campfire, .]",2018-11-12 23:53:33,,
"[#campfire, last, known, perimeter]",2018-11-12 23:53:32,,
"[i, nominate, for, some, kind, of, humanitarian, award, ,, for, efforts, related, to, #campfire, and, #woolsleyfire, .]",2018-11-12 23:53:27,,
"[in, a, viral, video, posted, thursday, evening, ,, dad, joe, allen, is, heard, singing, to, his, three-year-old, daughter, ,, olivia, ,, to, keep, her, calm, as, they, drive, through, the, blazing, wildfireplaguing, northern, california, ,, known, as, camp, fire, .]",2018-11-12 23:53:25,,
"[looters, dressed, as, forest, service, workers, ...]",2018-11-12 23:53:18,,
"[if, i, had, a, nickel, for, every, helicopter, ,, skycrane, ,, super, scooper, and, dc, -, 10, tanker, that, has, flown, over, my, house, ......., #thankful, #woolseyfire]",2018-11-12 23:53:16,,
"[[, heavy, exclamation, mark, symbol, ], [, ?, ], update, [, heavy, exclamation, mark, symbol, ], [, ?, ], [, ?, ], [, ?, ], no, current, active, fires, in, corral, canyon, #woolseyfire, #malibu]",2018-11-12 23:53:16,,
"[camp, fire, :, families, desperately, search, for, loved, ones, ,, 228, still, missing]",2018-11-12 23:53:13,,
"[california, fire, evacuees, trickle, back, to, deal, with, the, ashes]",2018-11-12 23:53:09,,
"[california, camp, fire, raises, death, toll, to, 31, ,, hundreds, missing, via]",2018-11-12 23:53:03,,
"[owning, the, libs, by, defending, a, washed, up, geriatric, geezer, from, ..., victims, of, a, wildfire, ?, #trumpsamerica, #campfire]",2018-11-12 23:52:55,,
"[ktvu, identifies, ernie, foss, as, the, first, victim, named, as, dead, by, the, camp, fire, ., he, died, with, his, beloved, dog, by, his, side, ., they, list, the, following, as, numbers, for, people, trying, to, find, others, :, three, numbers, to, call, :, call, 530-538-6570, ,, 530-538-7544, and, 530-538-7671, .]",2018-11-12 23:52:55,,
"[i, won't, share, the, graphic, imagery, that, was, originally, shared, with, this, post, ,, but, if, you, are, wondering, how, to, help, the, many, animals, injured, and, lost, :, helping, animals, in, #campfire, disaster, :, uc, davis, school, of, veterinary, medicine's, veterinary, ...]",2018-11-12 23:52:54,,
"[to, all, the, brave, firefighters, out, there, helping, us, with, the, #malibufires, #woolseyfire, this, is, for, you, !, [, person, with, folded, hands, ], [, emoji, modifier, fitzpatrick, type, -, 4, ], [, person, with, folded, hands, ], [, emoji, modifier, fitzpatrick, type, -, 4, ], #bluejamcafe, thank, you, too, !, #repost, from, using, repostregramapp, ...]",2018-11-12 23:52:53,,
"[town, of, paradise, releases, list, of, homes, destroyed, in, the, camp, fire, #campfire, #campfireparadise]",2018-11-12 23:52:47,,
"[the, animals, caught, in, california's, wildfires, #campfire, #woolseyfire, #californiawildfires, #peakfire]",2018-11-12 23:52:44,,
"[500, calls, on, thursday, to, check, on, people, ., 500, the, dispatchers, told, me, repeatedly, as, i, tried, to, call, for, mother, at, 5883, copeland, rd, off, elliott, by, safeway, 500, ., they, are, covering, up, ., many, never, got, calls, told, me, after, 12pm, not, getting, ppl, who, couldn't, get, out, #fires, #campfire]",2018-11-12 23:52:42,,
"[fellow, romance, author, lost, her, home, to, the, camp, fire, in, california, this, week, ., lending, a, hand, to, julie, anne, long]",2018-11-12 23:52:40,,
"[if, you're, thinking, about, donating, to, the, firefighters, ,, here, is, some, guidance, directly, from, the, horse's, mouth, :, #woolseyfire, #lafd, #firefighters]",2018-11-12 23:52:36,,
"[#woolseyfire, #hillfire, last, known, mapped, perimeter]",2018-11-12 23:52:33,,
"[thank, you, to, friends, who, got, me, covered, for, shoreline, tix, ., i, was, driving, home, from, chico, at, the, time, they, went, on, sale, ., my, eyes, are, red, and, burning, from, the, smokey, air, ., [, person, with, folded, hands, ], [, growing, heart, ], #campfire, #friends, #carcoveredinash]",2018-11-12 23:52:33,1.0,
"[cancer, is, the, number, one, killer, of, firefighters, ., #woolseyfire, #peakfire, #malibu, #westlakevillage, #thousandoaks, #lynnfire, #hillfire, #firefighters, #californiawildfires, #fires, #cancer]",2018-11-12 23:52:33,,
"[this, man, retired, last, year, and, had, a, lot, of, people's, backs, as, a, chiropractor, ., help, to, get, his, back, ., lost, house, fishing, boat, and, truck, in, the, #campfireparadise]",2018-11-12 23:52:30,,
"[we've, received, many, inquiries, about, wildlife, in, light, of, the, #woolseyfire, ., first, ,, our, hearts, go, out, to, all, who, have, lost, homes, ., some, of, you, are, anxious, about, the, wildlife, and, some, of, you, are, trying, to, figure, out, you'll, sleep, tonight, ., read, on, if, you, want, to, know, about, wildlife, ...]",2018-11-12 23:52:25,,
"[the, glenn, county, superintendent, of, schools, announced, that, all, schools, in, glenn, county, will, resume, at, regular, start, times, tomorrow, .]",2018-11-12 23:52:21,,
"[what, we, know, and, don't, know, about, the, camp, fire]",2018-11-12 23:52:20,,
"[#woolseyfire, at, least, 370, structures, were, destroyed, and, the, total, number, of, structures, threatened, remained, at, about, 57,000, ., the, blaze, has, burned, 91,572, acres, and, is, 20, percent, contained, ., full, containment, not, expected, until, thursday, ., for, latest, :]",2018-11-12 23:52:13,,
"[can, you, share, the, channel, you, found, the, #campfire, on, please, ., i, wish, to, monitor, from, my, receiver, if, possible]",2018-11-12 23:52:12,,
"[death, toll, rises, to, 23, in, california's, camp, fire]",2018-11-12 23:52:11,,
"[#campfire, :, paradise, mayor, jody, jones, estimates, only, 10, -, percent, of, the, homes, in, town, are, still, standing, .., along, with, almost, everyone, else, in, paradise, ,, the, mayor, lost, her, home, ,, too, . ., our, conversation, at, 5pm]",2018-11-12 23:52:04,,
"[correction, :, this, post, originally, referred, to, the, camp, fire, ., -, the, fire, in, malibu, is, actually, the, peak, fire, ., we, regret, the, error, ., perhaps, you, should, stay, out, of, news, reporting, ., the, fire, in, malibu, is, the, #woolseyfire, ., not, camp, or, peak, fire, .]",2018-11-12 23:51:44,,
