tweet,time,score,human_score
"[does, anyone, know, of, any, evac, sites, in, redding, that, the, #campfire, evacuees, may, have, gone, too, ., this, may, be, another, place, to, look, for, my, parents, ,, pat, and, don, wallila, #campfirejameswoods, #paradisefire, #paradise]",2018-11-13 23:57:46,,0.0
"[#pedogate, #pedowood, [, movie, camera, ], historic, hollywood, sites, destroyedas, #woolseyfire, burns, .]",2018-11-13 23:57:41,,0.0
"[11, [, ?, ], 13, [, ?, ], 18, -, repopulation, of, areas, of, #woolseyfire]",2018-11-13 23:57:39,,1.0
"[if, you, need, to, make, a, phone, call, ,, check, your, email, ,, surf, the, web, ,, etc, ., ,, we've, got, you, covered, at, the, table, at, walmart, parking, lot, in, chico, ., we, know, it, means, a, lot, to, connect, when, you've, had, to, leave, your, home, in, the, midst, of, crisis, ., we're, here, to, help, you, ., #campfire]",2018-11-13 23:57:36,,0.0
"[just, like, wildfires, ,, mud, &, amp, ;, debris, flows, from, rain, can, be, just, as, dangerous, ., my, staff, will, be, on, deck, from, the, 19th, to, thanksgiving, for, possible, evacuations, in, areas, of, #hillfire, &, amp, ;, #woolseyfire, ., start, preparing, !]",2018-11-13 23:57:30,,0.0
"[utility, giant, pg, &, amp, ;, e, may, have, started, the, camp, fire, -, -, yet, consumers, will, pay, for, it, via, #news]",2018-11-13 23:57:29,,0.0
"[1, ., know, anything, about, state, fire, insurance, ?, what, does, it, cover, ?, 2, ., any, ideas, and, recs, for, companies, to, clean, up, smoke, /, ash, clean, up, for, the, inside, and, outside, of, homes, that, survived, -, non, burnt, /, non, damaged, homes, ?, #bellcanyon, #woolseyfire, #lafd]",2018-11-13 23:57:27,,1.0
"[great, #photo, ., almost, looks, photoshopped, ., incredible, ., #woolseyfire]",2018-11-13 23:57:08,,1.0
"[just, like, wildfires, ,, mud, &, amp, ;, debris, flows, from, rain, can, be, just, as, dangerous, ., our, staff, will, be, on, deck, from, the, 19th, to, thanksgiving, for, possible, evacuations, in, areas, of, #hillfire, &, amp, ;, #woolseyfire, ., start, preparing, !]",2018-11-13 23:57:08,,0.0
"[also, ,, at, least, 200, people, are, missing, ,, as, of, this, afternoon, ., this, is, a, crisis, !, california, wildfires, :, camp, fire, becomes, state's, deadliest, with, 42, people, killed]",2018-11-13 23:57:04,,0.0
"[incredible, to, serve, with, people, from, all, over, california, this, afternoon, ,, helping, those, who, have, lost, everything, in, the, #campfire, #ywamunited, #missions, #themissionscommunity, #ywam, #fromguatemalatochico, @, chico, ,, california, -, -, in, chico, ,, ca, ,, united, states]",2018-11-13 23:57:03,,1.0
"[drone, flyover, shows, camp, fire, destruction, in, paradise, #commercialdrones, #drones, #drone, #dronephotography, #uav, #uas, #aerialphotography, #dronevideo, #eagle_drones_us, #eagledrones, _drones_us, #dronemonitoring, #dronesatwork]",2018-11-13 23:57:00,,0.0
"[terrifying, video, show's, a, family, desperately, trying, to, escape, #campfire, flames, with, their, four, children, in, #paradise, .]",2018-11-13 23:56:59,,0.0
"[#info, via, find, your, missing, cat, at, uc, veterinary, hospital, ., bring, photo, id, of, your, missing, pet, #paradise, #paradisefire, #campfirejameswoods, #campfire, #contact, ucdavisvetmed, ., com]",2018-11-13 23:56:48,,0.0
"[prayers, #campfire, #californiawildfires]",2018-11-13 23:56:44,,1.0
"[crews, were, busy, today, removing, debris, from, hwy, 70, ., caltrans, is, assessing, trees, for, removal, ,, and, guardrails, and, drainage, /, culverts, for, repairs, ., #campfire]",2018-11-13 23:56:42,,1.0
"[', evacuation, fatigue, ', :, danger, after, people, flee, wildfires, five, times, in, two, years]",2018-11-13 23:56:41,,0.0
"[more, grim, news, for, northern, ca, as, 42, confirmed, dead, from, #campfire, and, southern, ca, braces, for, first, rain, of, the, season, -, but, officials, caution, mudslides, could, be, in, the, forecast, in, the, #woolseyfire]",2018-11-13 23:56:40,,0.0
"[great, use, of, imagery, +, graphics, from, the, to, show, the, extent, of, the, #woolseyfire, ., #california, #wildfires]",2018-11-13 23:56:40,,1.0
"[in, the, most, malibu, thing, ever, ,, here's, a, bunch, of, surfers, getting, supplies, off, a, 150, -, foot, yacht, for, residents, who, stayed, behind, to, save, their, houses, from, the, #woolseyfire]",2018-11-13 23:56:38,,1.0
"[the, camp, fire, is, now, the, deadliest, wildfire, in, california's, history, via]",2018-11-13 23:56:33,,0.0
"[[, white, heavy, check, mark, ], areas, that, are, safe, to, return, to, now, re, #woolseyfire, -, _corsair]",2018-11-13 23:56:31,,1.0
"[some, resources, :, #campfirepets, #campfirejameswoods, north, valley, animal, disaster, group, chico, airport, has, 700, +, lost, camp, fire, pets, ., cowboy, 911, has, a, photo, page, of, camp, fire, lost, pets, .]",2018-11-13 23:56:29,,1.0
"[surfers, to, the, rescue, !, #woolseyfire, #californiafires, #malibustrong]",2018-11-13 23:56:28,,
"[air, quality, remains, unhealthy, across, much, of, the, #sf, #bayarea, &, amp, ;, sacramento, valley, due, to, smoke, from, the, #campfire, ., a, spare, the, air, alert, continues, through, friday, with, smoke, expected, to, persist, ., #cawx, #cafire]",2018-11-13 23:56:22,,
"[how, to, help, the, victims, of, the, california, wildfires, via]",2018-11-13 23:56:20,,
"[[, person, with, folded, hands, ], [, emoji, modifier, fitzpatrick, type, -1-2, ], [, police, officer, ], [, emoji, modifier, fitzpatrick, type, -1-2, ], [, zero, width, joiner, ], [, male, sign, ], [, ?, ], [, person, with, folded, hands, ], [, emoji, modifier, fitzpatrick, type, -1-2, ], [, police, officer, ], [, emoji, modifier, fitzpatrick, type, -1-2, ], [, zero, width, joiner, ], [, male, sign, ], [, ?, ], [, person, with, folded, hands, ], [, emoji, modifier, fitzpatrick, type, -1-2, ], fire, and, police, fought, camp, fire, as, blaze, hit, home, :, more, than, 90, first, ...]",2018-11-13 23:56:19,0.0,
"[watch, &, amp, ;, share, this, video, to, learn, about, the, potential, dangers, of, the, smoke, from, the, #woolseyfire, ., it, started, at, a, former, nuclear, testing, site, which, parents, believe, has, given, 50, +, children, cancer, -, and, now, the, chemicals, from, that, site, could, be, in, the, smoke, :]",2018-11-13 23:56:19,,
"[wanted, to, respond, quickly, ..., after, saying, it, was, their, own, fault, ,, &, amp, ;, taunting, them, that, i, might, take, money, away, ., ), #campfire, #californiafires]",2018-11-13 23:56:16,,
"[11, [, ?, ], 13, [, ?, ], 18, -, repopulation, of, areas, of, #woolseyfire]",2018-11-13 23:56:13,,
"[horses, tied, to, lifeguard, station, malibu, /, zuma, beach, seeking, shelter, from, #woolseyfire, photo, brittny, mejia, /, la, times]",2018-11-13 23:56:08,,
"[please, pray, for, this, baby, and, help, find, owner, !, #campfirejameswoods, #campfire, #campfirepets, #paradise, #paradisefires, #paradisestrong, #californiafires, #californiafires, #cafires]",2018-11-13 23:56:06,,
"[our, hearts, &, amp, ;, prayers, are, going, out, to, everyone, affected, by, the, #woolseyfire, [, blue, heart, ], also, ,, a, special, shoutout, to, all, the, amazing, first, responders, !, hope, everyone, stay's, safe, and, strong]",2018-11-13 23:56:06,1.0,
"[this, is, why, i, love, my, college, and, my, professors, ., so, caring, in, these, times, of, need, ., my, heart, goes, out, to, everyone, affected, by, the, #campfire, ., #wildcatsrise]",2018-11-13 23:56:04,,
"[*, gulp, *, this, is, a, bit, for, us, to, wrap, our, heads, around, ., have, these, fires, been, declared, a, disaster, yet, so, the, folks, can, get, some, financial, help, ?, #fema, #woolsleyfire, #campfire, #californiawildfires]",2018-11-13 23:55:54,,
"[camp, fire, rescue, us]",2018-11-13 23:55:54,,
"[is, it, normal, for, the, sun, to, have, an, oily, hazy, rainbow, around, it, ?, the, fires, are, still, blazeing, ,, the, smoke, is, still, thick, ,, and, they, are, spraying, #chemtrails, over, our, heads, !, #woolseyfire, #californiafire, #california, #californiawildfires]",2018-11-13 23:55:51,,
"[watch, &, amp, ;, share, this, video, to, learn, about, the, potential, dangers, of, the, smoke, from, the, #woolseyfire, ., it, started, at, a, former, nuclear, testing, site, which, parents, believe, has, given, 50, +, children, cancer, -, and, now, the, chemicals, from, that, site, could, be, in, the, smoke, :]",2018-11-13 23:55:43,,
"[california, fire, season, is, getting, worse, every, year, .]",2018-11-13 23:55:41,,
"[the, nurse, who, owns, this, pickup, ,, drove, into, the, #campfire, twice, to, shuttle, patients, out, of, the, firestorm's, path, ., her, truck, held, up, well, ,, just, got, a, little, melty-melty, ., look, who, is, outfitting, her, with, a, new, pickup, ., awesomeness, .]",2018-11-13 23:55:37,,
"[watch, &, amp, ;, share, this, video, to, learn, about, the, potential, dangers, of, the, smoke, from, the, #woolseyfire, ., it, started, at, a, former, nuclear, testing, site, which, parents, believe, has, given, 50, +, children, cancer, -, and, now, the, chemicals, from, that, site, could, be, in, the, smoke, :]",2018-11-13 23:55:37,,
"[yeah, everyone, i've, talked, to, thought, it, was, started, by, a, camp, fire, ., that, naming, decision, is, so, fucking, dumb, a, little, part, of, me, thinks, it, was, on, purpose, ., how, could, you, do, that, and, not, expect, confusion, ?, ?, ?]",2018-11-13 23:55:29,,
"[garbage, collector, pulls, 93, -, year-old, in, truck, to, save, her, from, california, camp, fire, -, today]",2018-11-13 23:55:28,,
"[friendly, reminder, that, some, of, those, fighting, fires, are, inmates, :, #woolseyfire]",2018-11-13 23:55:23,,
"[weather, has, played, a, major, role, in, what, is, now, the, deadliest, fire, in, california, history, ., here, is, the, latest, update, on, the, camp, fire]",2018-11-13 23:55:04,,
"[have, you, seen, echo, ?, #campfire, #campfirepets, #dog]",2018-11-13 23:54:55,,
"[some, many, great, people, like, yourself, ,, sir, ., thank, you, for, what, you're, doing, also, ., [, regional, indicator, symbol, letter, u, ], [, regional, indicator, symbol, letter, m, ], [, heavy, black, heart, ], [, ?, ], [, blue, heart, ], #bluelivesmatter, #backthebluestory, :]",2018-11-13 23:54:54,1.0,
"[', something, beautiful, amid, total, disaster, ., ', the, camp, fire, and, the, salvation, of, london, the, cat]",2018-11-13 23:54:50,,
"[11, of, my, colleagues, (, teachers, ,, nurses, ,, staff, ), have, lost, everything, in, the, #woolseyfire, ., since, ins, monies, &, amp, ;, grants, can, take, awhile, ,, we're, raising, funds, to, help, w, immediate, needs, (, clothes, ,, diapers, ,, food, ,, rent, ,, etc, ), please, consider, chipping, in, ., thanks, [, heavy, black, heart, ], [, ?, ]]",2018-11-13 23:54:49,1.0,
"[way, to, go, rams, are, giving, first, responders, ,, as, well, as, those, affected, by, the, thousand, oaks, shooting, and, wildfires, ,, free, tickets, for, monday, night's, game, ., #thousandoaks, #woolseyfire]",2018-11-13 23:54:48,,
"[some, smoke, visible, along, the, horizon, this, afternoon, ., this, is, due, to, #campfire, in, northern, california, and, #cafires, ., air, quality, still, in, the, good, to, moderate, range, across, western, wa, and, should, improve, with, rain, tonight, ., #wawx]",2018-11-13 23:54:45,,
"[more, victims, found, at, mobile, home, park, in, #paradise, ., here's, how, #campfire, survivors, got, out]",2018-11-13 23:54:44,,
"[i've, been, worrying, about, the, camp, fire, i, hope, your, safe, my, dude]",2018-11-13 23:54:43,,
"[fox, news, :, toyota, offers, to, give, camp, fire, hero, nurse, a, new, truck]",2018-11-13 23:54:43,,
"[watch, &, amp, ;, share, this, video, to, learn, about, the, potential, dangers, of, the, smoke, from, the, #woolseyfire, ., it, started, at, a, former, nuclear, testing, site, which, parents, believe, has, given, 50, +, children, cancer, -, and, now, the, chemicals, from, that, site, could, be, in, the, smoke, :]",2018-11-13 23:54:40,,
"[justin, when, they, sayit, (, fire, ), started, incamp, fire, does, thatmean, a, campfire, ?, or, is, that, some, sort, ofkind, of, fire, ?, ?, ?, thanks, for, liking, mysilly, tweet, sweetie, [, heavy, heart, exclamation, mark, ornament, ], [, ?, ], [, heavy, heart, exclamation, mark, ornament, ], [, ?, ]]",2018-11-13 23:54:37,1.0,
"[thread, for, those, concerned, about, the, wildlife, ., #woolseyfire]",2018-11-13 23:54:35,,
"[apparently, the, nws, site, at, cheseboro, is, still, up, and, running, (, not, looking, very, pretty, though, with, conditions, ..., but, probably, not, much, left, to, burn, in, the, hills, there, ), ., this, is, where, the, fire, swept, across, the, 101, freeway, ., #woolseyfire]",2018-11-13 23:54:34,,
"[shivering, horse, found, waiting, out, camp, fire, in, backyard, pool, -, sfgate]",2018-11-13 23:54:33,,
"[no, i, can't, ., i, was, so, disgusted, by, his, original, tweet, ,, and, his, true, feelings, ,, for, california, ., im, lucky, ,, i, just, have, the, heavy, smoke, in, the, air, pfrom, the, camp, fire, ., most, destructive, fire, in, ca, history, ., towns, have, been, decimated, ., people, ,, animals, ,, property, lost, ., he, doesn't, care, .]",2018-11-13 23:54:28,,
"[shivering, horse, found, waiting, out, camp, fire, in, backyard, pool, -, sfgate]",2018-11-13 23:54:22,,
"[utility, giant, #pgande, may, have, started, the, #campfire, -, -, yet, consumers, will, pay, for, it]",2018-11-13 23:54:21,,
"[shivering, horse, found, waiting, out, camp, fire, in, backyard, pool, -, sfgate]",2018-11-13 23:54:16,,
"[don't, forget, about, the, #campfire, bethenny, ., many, don't, even, know, about, it, and, it's, not, being, reported, as, much, as, the, socal, fires, .]",2018-11-13 23:54:13,,
"[over, 650, usda, employees, are, currently, assigned, to, the, #campfire, and, #woolseyfire, response, efforts, in, cooperation, with, our, partners, _fire, _ca, _pio, #teamwork]",2018-11-13 23:54:11,,
"[this, is, what, it, means, to, be, a, journalist, ., going, in, early, and, helping, when, and, where, you, can, ., thank, you, ,, ., powerful, column, ., #campfire, #journalismmatters]",2018-11-13 23:54:07,,
"[a, paradise, resident, on, her, narrow, escape, from, california's, deadly, camp, fire, -, and, why, many, waited, too, long, to, leave]",2018-11-13 23:54:05,,
"[this, map, helps, put, 110,000, acres, in, perspective, #campfire]",2018-11-13 23:54:02,,
"[i, live, 129, miles, east, of, paradise, #campfirehotter, ,, drier, climate, explains, increase, in, size, ,, severity, of, california's, fires, #cawx]",2018-11-13 23:53:56,,
"[you, live, in, areas, that, are, zone, 1, and, 2, ,, shits, gonna, burn, ?, also, 100k, acres, ?, that, is, a, big, camp, fire, .]",2018-11-13 23:53:48,,
"[view, of, #woolseyfire, from, #santamonica]",2018-11-13 23:53:46,,
"[unloading, emergency, supplies, ., #prayformalibu, #woolseyfire, #malibustrong, #malibu]",2018-11-13 23:53:42,,
"[photographer, is, live, from, paradise, ,, where, the, devastating, #campfire, has, destroyed, a, community, .]",2018-11-13 23:53:40,,
"[_manuel, thanks, for, highlighting, this, ., with, so, much, attention, on, the, socal, fires, ,, and, understandably, so, ,, camp, fire, victims, are, becoming, overlooked, ., entire, communities, destroyed, &, amp, ;, thousands, homeless, ., thanks, for, the, support, !]",2018-11-13 23:53:39,,
"[state, department, of, water, resources, says, #campfire, is, no, threat, to, oroville, dam, ., #sacvalley, #cawater, details, _dwr, :]",2018-11-13 23:53:35,,
"[why, the, camp, fire, in, northern, california, is, so, severe, -]",2018-11-13 23:53:34,,
"[thank, you, we, need, your, help, !, #campfire]",2018-11-13 23:53:24,,
"[wondering, why, #sanfrancisco, #bayarea, is, experiencing, such, smoky, conditions, ?, high, pressure, over, us, ,, air, sinks, below, it, &, amp, ;, traps, the, smoke, near, surface, ., offshore, flow, transporting, that, smoke, from, #campfire, ., #cafire, #californiafires]",2018-11-13 23:53:19,,
"[the, devastation, is, astounding, ., #campfire, #californiafires]",2018-11-13 23:53:14,,
"[#pacific, #gas, &, amp, ;, #power, letter]",2018-11-13 23:52:50,,
"[do, you, know, what, started, the, california, fire, disaster]",2018-11-13 23:52:41,,
"[*, *, warning, *, *, this, poor, sweet, pea, ., could, this, be, your, cat, ?, #merrillroad, #campfire, #campfirepets, #found]",2018-11-13 23:52:37,,
"[90, %, of, paradise, ,, california, has, burned, ., thank, you, to, all, the, firefighters, and, first, responders, ., #campfire]",2018-11-13 23:52:35,,
"[families, mourn, as, first, victims, of, california, fire, are, named, :]",2018-11-13 23:52:31,,
"[please, share, [, person, with, folded, hands, ], [, emoji, modifier, fitzpatrick, type, -1-2, ], operation, bbq, rescue, is, supporting, the, #campfire, evacuees, by, preparing, 50, or, more, free, meals, each, day, ., place, orders, to, 870-761-1164, ., obr, is, looking, for, places, like, churches, ,, campgrounds, that, need, free, meals, #chico, #paradisestrong]",2018-11-13 23:52:17,,
"[there, were, explosions, everywhere, ..., it, sounded, like, a, battlefield, ..., then, a, man, helped, me, to, escape, ,, i, believe, he, was, an, angel, -, jean, eisenbarth, on, her, harrowing, escape, the, night, the, #campfire, burned, down, her, small, california, town, of, paradise, .]",2018-11-13 23:52:14,,
"[to, all, my, family, and, friends, that, have, been, affected, by, the, fires, my, heart, goes, out, to, you, ., #support, #woolseyfire, #campfire, #love]",2018-11-13 23:52:02,,
"[not, everyone, who, was, affected, by, the, #woolseyfire, are, multi-millionaires, ., i, understand, that, what, happened, in, paradise, was, also, a, tragedy, ., all, of, it, was, ., they, want, to, help, rebuild, the, community, that, *, they, *, live, in, ., nothing, wrong, with, that, .]",2018-11-13 23:52:00,,
"[do, you, recognize, any, of, these, lost, pets, displaced, by, camp, fire, ?, via]",2018-11-13 23:51:57,,
"[#campfire, #neptunetankers, reloading, at, mcc, .]",2018-11-13 23:51:56,,
"[#campfirepets, #campfire, #buttecountyfire, uc, davis, also, has, some, of, the, displaced, pets, ,, check, here, :, and, more, links, can, be, found, here, click, on, animals, tab]",2018-11-13 23:51:36,,
"[a, group, of, deer, walk, through, properties, destroyed, by, the, the, #campfire, in, paradise, ,, california, november, 9, ,, 2018, ., -, -, reuters, pic]",2018-11-13 23:51:35,,
"[#californiawildfires, #dead, in, cars, #cbn]",2018-11-13 23:51:25,,
"[the, devastation, caused, by, #campfire, has, really, gotten, to, me, ., i, decided, from, now, until, christmas, day, i'm, going, to, be, donating, 20, %, of, all, of, my, sales, (, the, large, majority, of, my, income, ), to, the, norcal, disaster, relief, fund, ., [, squid, ]]",2018-11-13 23:51:22,,
"[at, 3:30, pm, tuesday, 11/13, -, cheeseboro, raws, above, agoura, reporting, temp, 67, degrees, ,, rh, 5, %, ,, winds, nne, 20, mph, gusting, 33, mph, ., #woolseyfire, #lawind, #cawx, #socal]",2018-11-13 23:51:20,,
"[chris, jones, has, been, standing, by, the, side, of, hwy, ., 191, for, the, past, 11, hours, saluting, #campfire, emergency, personnel, as, they, drive, past, his, home, ., #wildfires, #california]",2018-11-13 23:51:20,,
"[resources, for, evacuation, ?, any, one, have, new, updates, for, #family, #topangacanyon, #malibu, #ventura, #aware, #fashion, #resources, #maps, #socalfirejameswoods, #losangeles, #love, #woolseyfire, #weather, #news, #cafire, #music, #hiphopartist]",2018-11-13 23:51:18,,
"[miley, cyrus, ,, liam, hemsworth, lose, home, in, california, fire, -, rolling, stone]",2018-11-13 23:51:18,,
"[local, fire, fighters, to, help, battle, calif, ., fire, ., (, 11/13, /, 2018, ), #paradise, #california, #californiawildfires, #campfire, #frontpage, #newspapers, #readlocal, #freepress, #2018nian, notoday]",2018-11-13 23:51:16,,
"[california, wildfires, -, live, :, firefighters, tackle, new, woolsey, blaze, as, deadly, camp, fire, spreads, :, around, 230, still, missing, in, camp, fire, in, what, was, already, most, destructive, on, state's, record, in, terms, of, property, damage]",2018-11-13 23:51:14,,
"[sf, witches, ,, do, your, rain, spells, and, bring, these, storms, home, (, aka, ,, some, good, news, ,, finally, ):]",2018-11-13 23:51:13,,
"[shivering, horse, found, waiting, out, wildfire, in, backyard, pool]",2018-11-13 23:51:05,,
"[help, these, #campfire, survivors, ., injured, animals, now, being, cared, for, by, uc, davis, school, of, veterinary, medicine, .]",2018-11-13 23:50:50,,
"[it, appears, that, we, may, have, a, long, duration, rain, event, starting, on, the, 19th, and, going, to, thanksgiving, ., with, an, inch, of, rain, projected, for, downtown, los, angeles, ,, all, burn, areas, of, #hillfire, &, amp, ;, #woolseyfire, should, be, prepared, for, runoff, ., stay, safe, folks, !, !]",2018-11-13 23:50:44,,
"[thank, you, all, 4, ur, concern, n, love, ., im, glad, to, tell, you, that, we, are, safe, n, not, affected, much, by, the, california, fire, ,, but, wt, [, hand, with, index, and, middle, fingers, crossed, ], [, emoji, modifier, fitzpatrick, type, -, 4, ], ., im, grateful, for, ur, numerous, telephone, calls, ,, wassap, n, text, ...]",2018-11-13 23:50:43,,
"[california's, licensing, laws, mean, inmates, can, risk, their, lives, for, less, than, $, 2, per, day, ,, but, can't, earn, a, living, after, they, get, out, of, prison, ., how, does, this, make, any, sense, ?, #campfire]",2018-11-13 23:50:37,,
"[five, days, after, a, deadly, wildfire, incinerated, entire, towns, in, the, sierra, foothills, ,, over, 200, people, are, missing, ., one, woman, has, not, hear, from, her, father, since, before, the, blaze, ., was, with, her, when, she, reached, her, father's, charred, land, .]",2018-11-13 23:50:32,,
"[apocalyptic, images, show, the, unfathomable, devastation, caused, by, california's, deadly, camp, fire]",2018-11-13 23:50:30,,
"[it, appears, that, we, may, have, a, long, duration, rain, event, starting, on, the, 19th, and, going, to, thanksgiving, ., with, an, inch, of, rain, projected, for, downtown, los, angeles, ,, all, burn, areas, of, #hillfire, &, amp, ;, #woolseyfire, should, be, prepared, for, runoff, ., stay, safe, folks, !, !]",2018-11-13 23:50:29,,
"[#currentmood, overlooking, #hollywood, &, amp, ;, the, #losangeles, basin, ,, #super, #smoke, filled, #skies, from, the, #woolseyfire, ,, #partlysunny, ,, #partlycloudy, @, #74degrees, ., [, white, sun, behind, cloud, ], ............., #la, ...]",2018-11-13 23:50:25,,
"[help, my, friend, help, his, friends, out, if, you, can, !, good, cause, !, #woolseyfire]",2018-11-13 23:50:25,,
"[that, is, some, slimey, snot, right, there, ., shame, on, you, #woolseyfire, #pricegouging]",2018-11-13 23:50:22,,
"[drone, footage, shows, the, shocking, conditions, in, smoke-filled, chico, via]",2018-11-13 23:50:20,,
"[female, wildland, hotshot, firefighter, [, fire, ], ,, #climatechange, is, absolutely, making, them, worse, ., usfs, motto, ,, ', caring, for, land, &, amp, ;, serving, people, ., ', how, can, we, enforce, when, current, admin, ., denies, climate, change, altogether, ?, #montana, #mtpol, #environment]",2018-11-13 23:50:19,1.0,
"[california, fire, victims, begin, to, be, id'd, ,, including, war, vet, and, man, who, died, with, pet, dog]",2018-11-13 23:50:15,,
"[', something, beautiful, amid, total, disaster, ., ', the, camp, fire, and, the, salvation, of, london, the, cat]",2018-11-13 23:50:09,,
"[the, california, highway, patrol, has, set, up, a, webpage, where, people, who, fled, the, camp, fire, can, check, the, status, of, their, vehicles, ., the, list, includes, vehicles, that, were, towed, from, the, paradise, area, ., it, contains, the, locations, from, which, the, cars, were, removed, .]",2018-11-13 23:50:08,,
