tweet,time,score,human_score
"[more, than, 100, are, missing, in, california's, camp, fire, ,, sheriff's, office, says, -]",2018-11-14 23:58:50,,0.0
"[c, ., o, ., ranch, owner, saves, horses, from, s, ., california, fire, -, ktvz]",2018-11-14 23:58:44,,1.0
"[horse, found, ', shivering, uncontrollably, ', after, surviving, camp, fire, in, backyard, pool, via]",2018-11-14 23:58:43,,0.0
"[grim, news, from, the, camp, fire, :, death, toll, increases, again, as, answers, come, slowly, about, the, 100, people, reported, to, sheriff's, office]",2018-11-14 23:58:40,,0.0
"[my, community, is, on, fire, ., much, of, california, is, on, fire, ., heres, my, new, video, explaining, the, #campfire, to, the, best, of, my, ability, ., pray, for, california, ., send, love, ., let's, beat, these, fires, ., #campfireparadise, #californiafires, #woolseyfire, #californiawildfires]",2018-11-14 23:58:39,,1.0
"[ahead, of, a, local, visit, on, thursday, ,, interior, secretary, ryan, zinke, goes, to, northern, california, ,, speaking, alongside, gov, ., jerry, brown, and, calling, the, camp, fire, the, worst, fire, i've, ever, seen, and, urging, a, focus, on, recovery, efforts, .]",2018-11-14 23:58:35,,0.0
"[who, or, what, is, to, blame, for, ca's, deadly, wildfires, ?, instead, of, pointing, fingers, ,, we, need, resilient, solutions, ,, fast, ., via]",2018-11-14 23:58:31,,1.0
"[50, dead, ., damn, that's, terrible, #campfire]",2018-11-14 23:58:19,,0.0
"[her, father, ran, back, into, the, house, during, the, camp, fire, ., then, she, watched, it, burn, to, the, ground, .]",2018-11-14 23:58:16,,0.0
"[when, guy, fieri, shows, up, ,, you, know, the, disaster, is, serious, -, my, life, in, the, camp, fire]",2018-11-14 23:57:59,,1.0
"[famous, recording, studio, ,, where, a-list, celebs, like, have, recorded, ,, still, stands, after, #woolseyfire, destroyed, nearby, homes]",2018-11-14 23:57:29,,0.0
"[one, of, the, most, thorough, guides, to, protecting, yourself, and, family, from, #wildfire, smoke, -, -, and, note, the, photos, below, ., the, one, on, the, left, is, what, we're, dealing, with, in, #berkeley, /, #sfbayarea, :, #californiawildfires, #campfire, #woolseyfire, #asthma, #breathingproblems, #sparetheair]",2018-11-14 23:57:29,,1.0
"[donating, used, clothes, to, wildfire, relief, causes, is, a, good, way, to, clean, out, your, closets, ,, but, it, creates, more, issues, for, first, responders, and, volunteer, relief, organizers, ., instead, ,, the, best, thing, to, donate, is, cash, ., #campfire]",2018-11-14 23:57:23,,1.0
"[day, 7, of, the, #woolseyfire, &, amp, ;, so, many, have, lost, so, much, ., help, 4, heroes, is, teaming, up, w, /, frontline, fitness, to, collect, donations, for, those, affected, !, remember, to, use, caution, when, donating, ,, ensure, you, are, donating, only, to, reputable, organizations, !, #lasd, #av411]",2018-11-14 23:57:17,,1.0
"[air, so, bad, they, cancelled, all, classes, here, in, sacramento, ., #campfire, #losrios]",2018-11-14 23:57:13,,0.0
"[her, father, ran, back, into, the, house, during, the, camp, fire, ., then, she, watched, it, burn, to, the, ground]",2018-11-14 23:57:07,,0.0
"[[, ?, ], [, ?, ], tree, crew, working, on, sr, 70, today, ,, removing, hazardous, trees, from, the, #campfire]",2018-11-14 23:57:06,,1.0
"[varsity, football, :, amid, smoke, problems, from, the, #campfire, ,, no, ., 8, seed, american, canyon, is, ready, to, finally, play, no, ., 1, rancho, cotate, in, a, ncs, playoff, quarterfinal]",2018-11-14 23:57:05,,0.0
"[are, you, in, oregon, ?, is, collecting, a, special, offering, this, week, ,, 100, %, to, help, ., #campfire]",2018-11-14 23:57:03,,1.0
"[the, silicon, valley, humane, society, has, become, a, tour, de, force, in, taking, in, animals, from, the, camp, fire, zones, .]",2018-11-14 23:57:03,,1.0
"[lawsuit, filed, against, pg, &, amp, ;, e, over, the, camp, fire, .]",2018-11-14 23:57:01,,0.0
"[thank, you, to, the, manager, for, feeding, me, ., after, escaping, the, #campfire, with, my, life, i, am, so, grateful, to, caring, people, like, you, ., it's, the, simple, gestures, that, mean, so, much, right, now, .]",2018-11-14 23:56:58,,1.0
"[butte, county, ihss, providers, &, amp, ;, clients, affected, by, #campfire, :, here's, info, about, paychecks, &, amp, ;, timesheets, and, additional, resources, ., please, don't, hesitate, to, call, our, chico, office, at, 530-894-2702, .]",2018-11-14 23:56:55,,1.0
"[lady, gaga, surprises, california, wildfire, evacuees, with, pizza, ,, gift, cards]",2018-11-14 23:56:50,,1.0
"[and, i, only, say, this, for, the, fire, in, butte, county, and, not, down, in, calabassas, because, i, live, an, hour, away, from, where, the, camp, fire, is, happening, ., it's, easier, for, me, to, get, food, up, there, than, down, to, la]",2018-11-14 23:56:44,,0.0
"[how, to, help, southern, california, fire, victims]",2018-11-14 23:56:36,,1.0
"[link, below, to, #campfire, missing, people, and, pets, group, on, [, down-pointing, small, red, triangle, ], #campfirepets, #campfirejameswoods, #chico, #chicoca, #paradisefire, #californiafires]",2018-11-14 23:56:36,,0.0
"[all, the, happiness, is, bursting, out, of, every, atom, that, makes, me, who, i, am, !, this, always, happens, when, i, spend, this, much, time, out, in, the, woods, ,, climbing, mountains, ,, sleeping, under, the, stars, and, smelling, like, a, camp, fire, ., i, am, in, love, with, the, fresh, morning, air, on, mountain, tops, !]",2018-11-14 23:56:34,,1.0
"[join, me, in, supporting, #wildcatsrise, to, ensure, chico, state, faculty, ,, staff, ,, and, students, directly, impacted, by, the, devastating, camp, fire, have, the, resources, they, need, .]",2018-11-14 23:56:28,,1.0
"[indoor, air, quality, at, my, office, was, so, poor, the, big, boss, shut, down, the, building, ., first, time, ever, for, me, in, nearly, 18, years, ., #campfire]",2018-11-14 23:56:26,,0.0
"[stay, strong, #california, #firevictims, #firefighters, #buttecounty, #californiafires, #norcal, #socal, #woosleyfire, #californiawildfires, #airquality, #campfire, #nursefire, #oroville, #sacramento, ...]",2018-11-14 23:56:24,,1.0
"[i, legit, sometimes, just, sit, by, camp, fire, and, just, mesmerize, the, view, with, my, horse, ., it's, kinda, scary, how, detailed, everything, is, .]",2018-11-14 23:56:08,,1.0
"[la, co, ., sheriff's, say, a, body, was, found, in, a, burned, out, home, ,, the, 3rd, victim, of, the, #woolseyfire, in, socal, ., meanwhile, ,, gov, ., brown, toured, paradise, ,, the, community, that, was, devastated, by, the, #campfire, in, butte, co, ., where, 48, people, died, .]",2018-11-14 23:56:03,,0.0
"[there, is, no, way, this, photo, was, taken, recently, ., haven't, seen, sun, or, blue, skies, for, a, few, days, due, to, the, #campfire, ., might, want, check, your, scheduled, posts, and, do, some, editing, .]",2018-11-14 23:56:03,,0.0
"[the, camp, fire, is, on, the, news, every, morning, though, ...., i, watch, it, at, work, to, get, updates]",2018-11-14 23:56:03,,1.0
"[the, camp, fire, ,, the, deadliest, and, most, destructive, in, california, history, ,, has, now, killed, 48, people, ,, officials, said, ., via]",2018-11-14 23:55:48,,
"[death, toll, from, camp, fire, in, paradise, rises, to, 48, ;, hundreds, still, missing]",2018-11-14 23:55:45,,
"[how, many, days, now, and, still, victims, of, the, camp, fire, are, in, a, parking, lot, !, do, something, !]",2018-11-14 23:55:37,,
"[in, spite, of, not, being, a, big, walmart, fan, ,, walmart, is, hosting, thousands, of, wildfire, evacuees, from, paradise, california, from, the, #campfire, wildfire, .]",2018-11-14 23:55:27,,
"[look, at, the, smoke, guys, still, about, 60, miles, from, the, #campfire]",2018-11-14 23:55:27,,
"[a, california, woman, has, taken, in, a, 93, -, year-old, world, war, ii, veteran, who, doesn't, know, if, his, home, in, paradise, is, still, standing, after, a, deadly, wildfire, swept, through, :]",2018-11-14 23:55:00,,
"[feds, to, butte, county, :, ', you're, not, going, to, be, able, to, rebuild, paradise, the, way, it, was, ', #campfire, #paradise, #californiawildfires]",2018-11-14 23:55:00,,
"[pg, &, amp, ;, e, caused, the, camp, fire, too, ?, !, christ]",2018-11-14 23:55:00,,
"[community, members, in, southern, #california, are, rallying, around, those, affected, by, the, #woolseyfire, ,, offering, free, services, ,, goods, and, support, ., #californiafires]",2018-11-14 23:54:57,,
"[thank, you, for, taking, good, care, of, me, as, i, tried, to, replace, necessities, i, lost, in, the, #campfire, and, giving, me, 30, %, off, .]",2018-11-14 23:54:50,,
"[powerful, ,, moving, work, on, the, camp, fire, by, what, must, be, many, people, ., very, grateful, to, them, all, for, helping, us, understand, what's, happening, and, how, to, help, .]",2018-11-14 23:54:50,,
"[chevron, announces, $, 1, million, for, california, fire, relief, efforts]",2018-11-14 23:54:46,,
"[we, switched, the, cause, to, the, camp, fire, for, thurs, nov, 15, ,, pumpkin-spice, at, #johnsonranchracquetclub, featuring, doterra, oils, with, cassandra, stephens, (, we, still, have, 8, seats, left, ), ,, come, to, support, our, cause, ,, chill, out, ,, ...]",2018-11-14 23:54:39,,
"[views, from, sr, 70, in, eastern, butte, county, this, afternoon, of, some, #campfire, activity, and, suppression, efforts, ., sr, 70, remains, closed, at, his, time, ., [, ?, ], [, ?, ]]",2018-11-14 23:54:37,,
"[this, pic, was, taken, at, 3pm, with, no, filter, or, alteration, ., this, is, how, hazy, and, smoky, #sacramento, still, is, as, a, result, of, the, nearby, #campfire, ., i've, limited, my, outdoor, exposure, this, past, ...]",2018-11-14 23:54:32,,
"[can, we, get, real, life, supply, drops, put, together, for, those, affected, by, the, #campfire, #californiawildfires, ?]",2018-11-14 23:54:31,,
"[nice, haul, !, this, is, what, in, visalia, has, collected, for, those, affected, by, the, #campfire, ., other, valley, craft, beer, spots, are, taking, in, donations, too, .]",2018-11-14 23:54:27,,
"[the, search, intensified, wednesday, for, those, missing, after, the, #campfire, ,, which, virtually, wiped, out, the, town, of, paradise, ., new, drone, footage, of, the, devastation, shows, how, quickly, the, fire, consumed, the, town, of, #paradise, ., home, after, home, was, leveled, ., #california]",2018-11-14 23:54:24,,
"[my, mother, and, brother, were, displaced, by, the, #campfire, ,, their, stingy, insurance, company, put, them, in, corning, ,, an, hour, away, !, i, motored, out, to, see, them, and, buy, them, some, lunch, .]",2018-11-14 23:54:22,,
"[reduced, visibility, this, afternoon, as, the, #campfire, continues, to, burn, ., make, sure, to, check, on, sensitive, groups, !, #cawx]",2018-11-14 23:54:15,,
"[humboldt, county, fire, crews, sent, to, butte, county, to, help, fight, camp, fire]",2018-11-14 23:54:03,,
"[#new, :, this, is, the, property, where, neighbors, tell, me, 84, -, year, y, /, o, missing, person, -, james, kinner, -, lived, ., they've, been, desperately, searching, for, their, elderly, neighbor, who, had, a, hard, time, breathing, and, walking, ., unfortunately, -, they, have, no, pics, to, share, ., #campfire, #missing]",2018-11-14 23:53:51,,
"[please, consider, donating, to, help, fire, victims, find, a, place, to, live, ., monies, will, go, directly, to, people, in, the, shelters, who, need, money, for, deposits, and, rent, ., camp, fire, housing]",2018-11-14 23:53:50,,
"[our, podiatric, medical, mission, association, club, is, accepting, donations, of, blankets, ,, pillows, ,, toiletries, ,, socks, ,, undergarments, ,, etc, ., for, victims, of, the, camp, fire, now, through, nov, ., 20, ., drop, off, points, are, available, on, our, oakland, campus, ., #campfire]",2018-11-14 23:53:44,,
"[thank, you, devon, in, sacramento, ., he, held, my, hand, through, the, entire, process, of, replacing, my, music, after, the, #campfire, and, he, gave, me, the, best, discounts, he, could, ., there, are, still, good, people, in, this, world, .]",2018-11-14 23:53:44,,
"[we, are, hundreds, of, miles, away, from, location, the, camp, fire, that, devastated, paradise, and, areas, of, butte, county, ., still, we, are, going, on, day, 6, of, staying, indoors, ,, with, a, notice, from, our, school, ...]",2018-11-14 23:53:38,,
"[#campfire, ,, rebuild, fire, proof, ., #aircrete, #hempcrete, ., south, african, urine, /, sand, concrete]",2018-11-14 23:53:31,,
"[packing, for, #ncte18, -, how, many, times, in, your, life, can, you, say, your, entire, wardrobe, fits, into, one, suitcase, ?, [, face, with, tears, of, joy, ], #campfire]",2018-11-14 23:53:29,0.0,
"[fire, relief, :, cbsla, and, the, los, angeles, rams, have, teamed, up, with, united, way, of, greater, los, angeles, to, raise, money, for, southern, california, fire, victims, #cbsla, #woolseyfire, #hillfiredonate, now, :]",2018-11-14 23:53:23,,
"[the, #woolseyfire, resulted, in, more, than, a, 250,000, evacuations, across, #losangeles, and, #ventura, counties, after, igniting, on, nov, ., 8, ,, spreading, rapidly, over, the, following, days, and, growing, to, over, 97,000, acres, ., #californiafires]",2018-11-14 23:53:13,,
"[looking, for, a, way, to, help, those, affected, by, the, camp, fire, ?, adventist, health, is, taking, donations, for, a, relief, fund, .]",2018-11-14 23:53:10,,
"[shivering, horse, found, waiting, out, camp, fire, in, backyard, pool, via]",2018-11-14 23:53:09,,
"[verified, information, and, resources, for, #campfire, [, down-pointing, small, red, triangle, ], via, #campfirejameswoods, #campfirepets, #chico, #chicoca, #paradisefire]",2018-11-14 23:53:04,,
"[afternoon, sun, over, the, lower, skyway, near, lookout, ., #campfire]",2018-11-14 23:53:01,,
"[_milano, any, news, on, your, home, in, the, #woolseyfire, still, praying, your, home, is, intact, and, will, be, able, to, return, soon]",2018-11-14 23:52:59,,
"[california, :, if, you, were, impacted, by, the, wildfires, ,, you, can, register, for, fema, assistance, by, visiting, or, calling, 1-800-621-3362, ., please, have, the, following, information, available, when, you, register, with, us, ., #hillfire, #campfire, #woolseyfire]",2018-11-14 23:52:58,,
"[death, toll, continues, to, climb, with, the, woolsey, fire, ?, fires, in, california, ?, or, camp, fire, where, the, death, toll, is, already, 48, ?, please, be, specific, in, your, headlines, .]",2018-11-14 23:52:58,,
"[i, didn't, realize, the, magnitude, of, the, flames, until, a, neighbor, sent, this, photo, of, me, ., how, my, house, is, still, standing, is, a, true, miracle, !, thank, you, #woolseyfire, #firefighters, for, doing, an, ...]",2018-11-14 23:52:45,,
"[the, sky, looked, like, it, was, on, fire, tonight, on, my, way, home, from, work, and, i, couldn't, help, but, think, of, all, of, those, in, californiapraying, for, safety, for, all, ., and, a, huge, thank, you, to, all, of, the, firefighters, working, tirelessly, day, after, day, #justdonated, #youshouldtoo, #woolseyfire]",2018-11-14 23:52:44,,
"[#californiafires, #cagov, #campfire, #agenda21, governor, ,, what, do, you, know, about, it, ?, and, what, do, you, plan, to, do, with, the, #federalfunds, ?, [, water, wave, ], we, are, with, the, patriots, of, #california, ., #magafamily, [, heavy, black, heart, ], [, ?, ], [, regional, indicator, symbol, letter, u, ], [, regional, indicator, symbol, letter, s, ], [, elephant, ]]",2018-11-14 23:52:40,1.0,
"[due, to, the, recent, california, wildfires, ,, the, university, of, california, extending, its, undergraduate, application, deadline, &, amp, ;, grant, fee, waivers, to, affected, students, who, are, applying, this, fall, ., more, info, at, #campfire, #woosleyfire, #californiawildfires]",2018-11-14 23:52:39,,
"[thank, you, so, much, kristina, at, -, when, she, heard, i, am, a, fire, victim, from, #campfire, she, bought, my, sandwich, for, me, ., there, are, still, good, people, in, the, world, .]",2018-11-14 23:52:23,,
"[paradise, residents, speak, out, after, deadly, wildfire, ravages, california, town, :, ', we, have, nothing, ']",2018-11-14 23:52:16,,
"[support, your, #firefighters, ., share, &, amp, ;, donate, if, you, can, ., [, heavy, black, heart, ], [, ?, ], [, woman, ], [, emoji, modifier, fitzpatrick, type, -1-2, ], [, zero, width, joiner, ], [, fire, engine, ], [, man, ], [, emoji, modifier, fitzpatrick, type, -1-2, ], [, zero, width, joiner, ], [, fire, engine, ], #cdfffbenevolent, #calfirelocal2881, #campfire, #woolseyfire, #calfireservingca, #wildfire, #paradise, #magalia, #malibu, #la, #firstresponder, #firefamily, #nonprofit, #buttecounty, #brotherhood]",2018-11-14 23:52:04,0.0,
"[[, new, moon, symbol, ], [, new, moon, with, face, ], [, fire, ], gone, [, fire, ], i'll, create, new, adel, and, maurice, [, glowing, star, ], [, glowing, star, ], [, glowing, star, ], #fire, #burned, #malibu, #woolseyfire, #allois7]",2018-11-14 23:51:58,1.0,
"[authorities, release, names, of, dozens, of, people, missing, after, california's, deadliest, wildfire, #campfire, via]",2018-11-14 23:51:54,,
"[thank, you, to, everyone, who, is, working, hard, at, the, emergency, operations, center, ,, coordinating, the, flow, of, critical, information, and, resources, in, response, to, the, #woolseyfire, .]",2018-11-14 23:51:41,,
"[forty-eight, deaths, have, been, reported, from, the, camp, fire, ,, mostly, in, the, town, of, paradise, in, the, hills, of, northern, california, ,, while, three, people, have, died, in, the, woolsey, fire, just, north, of, los, angeles]",2018-11-14 23:51:31,,
"[pacific, gas, &, amp, ;, electric, stock, price, tumbles, ahead, of, lawsuit, by, california, fire, victims, #lawsuit]",2018-11-14 23:51:31,,
"[northern, california, sheriff, releases, list, of, missing, in, wildfires]",2018-11-14 23:51:25,,
"[although, #worldkindnessday2018, was, officially, recognized, yesterday, ,, we, in, #southcity, are, blessed, that, our, community, practices, it, every, day, ., #thankyou, to, our, #ssf, residents, for, supporting, our, neighbors, up, north, who, have, been, affected, by, the, devastating, #campfire, in, .]",2018-11-14 23:51:20,,
"[31, dead, ,, 228, missing, ,, 7,000, structures, burned, as, california, blazes, grow, -, abc, news, -]",2018-11-14 23:51:19,,
"[from, the, #camp, fire, up, in, paradise, ,, ca, ., my, dear, friend, maritza, is, there, helping, out, ., people, are, coming, together, all, over, ,, many, have, lost, everything, ., if, you, can, find, any, way, to, donate, to, either, paradise, or, malibu, and, woolsey, fires, ,, please, please, ...]",2018-11-14 23:51:16,,
"[wer, trying, 2, finish, up, a, project, outside, before, thanksgiving, n, this, is, how, we, have, to, live, [, pouting, face, ], however, we, r, thankful, to, b, able, to, do, such, things, ., we, r, praying, 4, the, missing, n, families, affected, #campfire, #woosleyfires, #californiafires, #calfire, #firesafety, #cashouldsuepge, #despicable]",2018-11-14 23:51:16,0.0,
"[thanks, to, everyone, who, attended, last, night's, meeting, &, amp, ;, watched, the, live, stream, ., we're, sorting, through, the, questions, we, received, ,, working, on, answers, to, the, questions, and, will, start, posting, them, to, as, they, become, available, ., #malibu, #woolseyfire, #malibustrong]",2018-11-14 23:51:13,,
"[no, increase, in, #radiation, levels, in, #losangeles, seen, by, after, the, #woolseyfire, in, southern, #california, burned, through, part, of, the, santa, susana, field, laboratory, (, ssfl, ), sitethe, ssfl, site, is, highly, contaminated, with, radioactive, and, toxic, waste]",2018-11-14 23:51:09,,
"[thank, you, for, your, generous, donation, to, our, #campfire, students, that, are, displaced, _unified, #buttecoe]",2018-11-14 23:51:06,,
"[comprehending, the, ', wide, ,, deep, ', destruction, of, the, camp, fire, via]",2018-11-14 23:50:59,,
"[camp, fire, :, gov, ., brown, says, trump, pledges, federal, aid, in, phone, call]",2018-11-14 23:50:56,,
"[perfectly, normal, if, you, live, on, jupiter, ., it's, gotten, worse, ., #campfire]",2018-11-14 23:50:55,,
"[can, you, help, ?, we, need, propane, heaters, and, camp, showers, for, the, elderly, and, youngin's, still, out, in, the, cold, ., it, is, freezing, temps, out, there, right, now, ., #campfire, #campfireparadise]",2018-11-14 23:50:53,,
"[due, to, air, quality, ,, all, sacramento, cruises, have, been, cancelled, for, 11/15, &, amp, ;, 11/16, ., we, thank, all, of, the, brave, fire, fighters, for, working, tirelessly, and, are, sending, our, thoughts, &, amp, ;, sympathy, to, all, the, victims, and, families, affected, by, #campfire, ., to, help, :]",2018-11-14 23:50:41,,
"[another, resource, for, dogs, :, yuba, sutter, fairgrounds, 442, franklin, ave, yuba, city, 530-672-1280, ., also, butte, county, fairgrounds, in, gridley]",2018-11-14 23:50:25,,
"[don't, pass, all, the, california, expenses, on, to, rest, of, the, nation, ,, imo, ., -, pg, &, amp, ;, e, could, be, hurt, if, liable, for, camp, fire]",2018-11-14 23:50:21,,
"[i, cant, breath, for, first, time, #campfire]",2018-11-14 23:50:11,,
"[missing, cat, from, #magalia, on, decatur, -, mimi, contact, you, know, the, whereabouts, of, mimi, ., #campfire, #campfirejameswoods, #campfirepets, #chico, #chicoca]",2018-11-14 23:50:08,,
"[chillin, round, the, salt, lamp, like, it's, a, camp, fire]",2018-11-14 23:50:06,,
"[found, some, familiar, faces, at, the, #campfire, ,, a, strike, team, from, san, francisco, ., telling, the, stories, of, their, work, in, paradise, on, this, afternoon, .]",2018-11-14 23:50:05,,
"[a, universal, truth, of, late-stage, capitalism, is, that, anytime, something, big, happens, ,, someone's, gonna, try, to, extract, wealth, from, those, suffering, from, it, ., let's, see, if, we, can't, throw, a, wrench, in, those, works, .]",2018-11-14 23:50:03,,
"[nurse, posts, how, his, toyota, looks, after, he, saves, many, lives, from, fire, ,, toyota, responds]",2018-11-14 23:50:02,,
"[pacific, gas, &, amp, ;, electric, stock, price, tumbles, ahead, of, lawsuit, by, california, fire, victims, -, nbc, news]",2018-11-14 23:49:52,,
"[hey, elon, ,, paradise, really, needs, your, help, right, now, ., come, on, over, and, rebuild, with, us, !, the, devastation, and, loss, is, unbearable, but, you, could, be, our, saving, grace, !, #prayerforparadise, #campfire]",2018-11-14 23:49:47,,
"[do, you, know, of, an, organization, where, monies, would, go, to, camp, fire, paradise, only, ?]",2018-11-14 23:49:37,,
"[kepi, is, a, comfort, animal, here, in, #paradise, to, give, support, to, those, who, are, being, informed, by, chaplain, robert, duvall, that, a, loved, one, has, been, lost, in, the, #campfire, #cbcnews]",2018-11-14 23:49:36,,
"[help, those, impacted, by, #wildfires, in, california, :, donate, to, at, #hillfire, #woolseyfire, #campfire]",2018-11-14 23:49:34,,
"[chico, ,, paradise, ,, butte, county, xc, programs, !, !, !, we, would, like, to, help, you, ,, please, have, your, coaches, dm, me, so, we, can, send, our, support, in, whatever, form, would, be, most, helpful, !, from, prioryxc, [, person, with, folded, hands, ], [, emoji, modifier, fitzpatrick, type, -1-2, ], [, smiling, face, with, open, mouth, and, smiling, eyes, ], [, runner, ], #xcrunning, #teamsunite, #campfire, #crosscountry]",2018-11-14 23:49:28,1.0,
"[northern, california, fire, victims, are, suing, the, power, company]",2018-11-14 23:49:25,,
"[on-the-ground, snapshots, from, california's, camp, fire, show, devastation, and, bravery]",2018-11-14 23:49:02,,
"[capturing, looters, or, feeding, chickens, ., we, are, committed, to, serve, those, in, _ca, and, beyond, who, have, had, their, lives, turned, upside, down, by, the, #campfire, .]",2018-11-14 23:48:44,,
"[damn, ., the, 48, confirmed, dead, are, just, bodies, they've, recovered, ., there, are, still, the, bodies, they've, observed, along, the, way, and, the, missing, who, some, witnesses, say, were, impossible, to, save, ., this, is, a, catastrophe, ., #campfire]",2018-11-14 23:48:37,,
"[outstanding, ,, regularly, updated, google, doc, resource, for, the, #campfire, :]",2018-11-14 23:48:35,,
"[help, this, #campfire, family, who, lost, everything, ., via]",2018-11-14 23:48:34,,
"[i, could, start, a, camp, fire, cus, i'm, ridin, with, them, sticks]",2018-11-14 23:48:26,,
"[my, thoughts, and, dreams, are, filled, with, burned, animals, ., i, keep, seeing, the, burned, ,, blind, eyes, of, a, raccoon, i, killed, thursday, to, end, its, suffering, as, the, camp, fire, raged, ., i, hear, the, terrified, howls, from, a, singed, cat, ..., my, god, ,, this, story, from]",2018-11-14 23:48:24,,
"[3,500, uc, davis, students, sign, up, for, event, to, throw, rocks, at, camp, fire, smoke, to, make, it, go, away, ., um, ..., via]",2018-11-14 23:48:24,,
"[the, air, quality, in, redwood, city, is, terrible, -, -, i, think, this, is, the, worst, it's, been, since, the, #campfire, started, [, face, with, medical, mask, ], [, face, with, medical, mask, ], [, face, with, medical, mask, ], #airquality]",2018-11-14 23:48:16,0.0,
"[death, toll, rises, in, northern, california, -, fire, fighter, nation]",2018-11-14 23:48:09,,
"[., ceo, announces, $, 1m, contribution, to, the, ., as, a, california, company, ,, we, mourn, the, loss, of, life, and, destruction, these, fires, have, caused, .]",2018-11-14 23:48:07,,
"[another, great, piece, from, the, ', fire, coverage, ., this, ,, via, the, bobcats, were, supposed, to, start, the, playoffs, nov, ., 9, ., by, then, ,, almost, the, entire, team, was, homeless, .]",2018-11-14 23:48:03,,
"[', it's, going, to, get, worse, ', :, officials, fear, many, more, deaths, from, california, wildfires, that, have, already, claimed, 51, lives, -, abc, news, -]",2018-11-14 23:48:01,,
"[evacuated, from, the, #campfire, ?, contact, your, insurer, at, their, toll, free, phone, number, #wildfires]",2018-11-14 23:48:01,,
"[world, central, kitchen, is, providing, meals, to, people, suffering, from, the, #campfire, and, #woolseyfire, ., i, just, donated, ., will, you, ?]",2018-11-14 23:47:56,,
"[that's, not, fog, but, smoke, ,, really, bad, air, engulfing, us, in, sacramento, #campfire]",2018-11-14 23:47:52,,
"[there, are, so, many, amazing, non, profits, out, there, to, support, ., please, consider, adding, to, your, list, with, our, wildcats, rise, fire, relief, fund, ,, which, will, support, all, students, ,, faculty, and, staff, affected, by, the, #campfire, ., together, ,, wildcats, will, rise, !]",2018-11-14 23:47:39,,
"[ya, think, !, ?, !, trump, was, right, ., trump, is, always, right, ., #campfire, #californiafires]",2018-11-14 23:47:32,,
"[wednesday, november, 14, -, evening, briefing, :, trump, endorses, easing, some, mandatory, sentencing, laws, ;, camp, fire, death, toll, at, 48, ;, new, progress, on, brexit, via]",2018-11-14 23:47:27,,
"[#campfire, destroyed, 93, -, year-old's, home, ., ', i, don't, think, they'll, call, it, #paradise, again, ., ', story, and, video, :]",2018-11-14 23:47:25,,
