tweet,time,score,human_score
"[#caseygerrysd, is, proud, to, stand, w, /, retired, chico, police, chief, kirk, trostle, &, amp, ;, his, wife, patricia, garrison, in, their, efforts, to, hold, pg, &, amp, ;, e, accountable, for, #campfire, ., no, community, should, have, to, go, through, this, again, ,, trostle, said, to, #chicoer, ., #andreabyik]",2018-11-17 23:54:49,,0.0
"[how, californians, are, breathing, in, the, ', new, abnormal, ', of, epic, fires]",2018-11-17 23:54:47,,0.0
"[#campfire, evacuation, order, reduced, to, warning, 11.17, ., 18]",2018-11-17 23:54:35,,1.0
"[trump, :, we've, got, to, take, care, of, the, floors, ,, you, know, the, floors, of, the, forest, ,, very, important, ., in, addition, to, :, insecurity, ,, ignorance, ,, arrogance, &, amp, ;, oral, sadism, ,, don't, discount, dementia, ., it's, much, worse, ., trump, will, be, spoon, fed, before, 2020, ., believe, me, .]",2018-11-17 23:54:20,,
"[good, friends, ., good, times, ., #camping, #campfire, @, eagle, ridge, cabins]",2018-11-17 23:54:17,,
"[number, of, missing, in, camp, fire, jumps, to, 631, #nbc]",2018-11-17 23:53:59,,
"[science, is, interesting, ...]",2018-11-17 23:53:47,,
"[ppl, have, situational, depression, here, last, thing, need, is, a, hag, women, bitchin, bout, something, ., usually, a, women, sometimes, guys, camp, fire]",2018-11-17 23:53:36,,
"[amazed, anyone, around, trump, has, any, hair, left, !, #calfire, #campfire, #californiafires, #californiawildfires, #finland]",2018-11-17 23:53:30,,
"[this, is, awe-inspiring, !, (, has, the, perfect, response, !, ), nurse, posts, how, his, toyota, looks, after, he, saves, many, lives, from, fire, ,, toyota, responds, via]",2018-11-17 23:53:19,,
"[', he, can, kiss, my, red, ass, ', :, california, fire, evacuees, give, trump, visit, short, shrift]",2018-11-17 23:53:15,,
"[sf, animal, shelter, trying, to, reunite, pets, ,, owners, displaced, by, camp, ..., -, sfgate]",2018-11-17 23:53:04,,
"[when, asked, about, the, president's, visit, to, the, area, ,, kirk, ellsworth, ,, whose, adult, children, lost, their, homes, in, the, fire, ,, shook, his, head, in, disgust, ., my, kids, lost, everything, ., i, voted, for, him, -, and, now, ?, he, can, kiss, my, red, ass, ,]",2018-11-17 23:52:45,,
"[this, bloomberg, article, is, terrible, ., instead, read, this, article, on, how, you, can, help, those, impacted, by, #campfire]",2018-11-17 23:52:38,,
"[a, proeminent, climate, scientistmakes, a, prophecysmoke, and, ', fire, and, fury, the, world, has, never, seen'declares, a, miraculous, solutionforest, managementboth, the, prophet, and, the, believers, are, ignorant, of, the, causes, that, amplified, #campfire, #paradisefire, #woolseyfire, armageddon]",2018-11-17 23:52:36,,
"[., and, will, reopen, on, monday, ., here's, our, full, ,, updated, list, on, the, schools, impacted, by, poor, air, quality, in, the, bay, area, :]",2018-11-17 23:52:29,,
"[the, pacific, gas, and, electric, company, (, pg, &, amp, ;, e, ), said, it, could, be, responsible, for, the, #california, fire, and, had, exhausted, its, revolving, line, of, credit, to, pay, for, a, fire-related, liability, ., :, #californiawildfires, #californiafires, [, skull, and, crossbones, ], [, ?, ]]",2018-11-17 23:52:21,0.0,
"[the, new, trump, slogan, -, make, america, rake, again, !, #campfire, #campfiresmoke, #californiafires, #makeamericarakeagain]",2018-11-17 23:52:16,,
"[pg, &, amp, ;, e, says, if, found, responsible, for, camp, fire, ,, cost, would, exceed, insurance, coverage, via]",2018-11-17 23:52:15,,
"[a, proeminent, climate, scientistmakes, a, prophecysmoke, and, ', fire, and, fury, the, world, has, never, seen'declares, a, miraculous, solutionforest, managementboth, the, prophet, and, the, believers, are, ignorant, of, the, causes, that, amplified, #campfire, #paradisefire, #woolseyfire, armageddon]",2018-11-17 23:52:15,,
"[_farmacist, and, then, there's, science, .]",2018-11-17 23:52:12,,
"[i, had, the, opportunity, to, thank, david, bowie, for, everything, he'd, done, all, his, body, of, work, -, it, was, around, a, camp, fire, with, some, other, people, ,, he's, terribly, interested, in, ', indigenous, culture, ', {, as, am, i, }, {, whatever, that's, taken, to, mean, in, english, }]",2018-11-17 23:52:10,,
"[this, is, a, great, article, with, pics, of, found, babies, !, #campfirejameswoods, #campfire, #campfirepets, #paradise, #paradisefires, #paradisestrong, #californiafires, #californiawildfires, #cafires, #buttecounty, #buttecountyfire, #buttecountystrong, #chico]",2018-11-17 23:52:07,,
"[local, boutique, donations, for, wildfire, victims]",2018-11-17 23:52:06,,
"[still, seeing, this, pretty, substantial, looking, set, of, storms, rolling, through, ca, from, tues-fri, ,, heavy, rains, looking, likely, for, fire, areas, in, both, north, and, south, ., lots, of, people, in, tents, after, fire, will, need, something, more, robust, ., muslides, too, ., #woolseyfire, #campfire]",2018-11-17 23:52:04,,
"[california, fire, has, made, the, air, so, bad, it's, blotting, out, the, sun, and, cooling, the, ground, -, los, angeles, times]",2018-11-17 23:51:51,,
"[we, are, cooperating, with, the, county, ,, the, red, cross, and, other, local, organizations, to, ensure, that, the, people, impacted, the, camp, fire, can, transition, to, the, shelters, that, can, provide, the, resources, ,, services, and, care, they, need, .]",2018-11-17 23:51:38,,
"[rake, &, amp, ;, clean, 30m, acres, of, forests, ., nothing, to, debate, ., #trump, is, either, dumbest, man, alive, or, is, suffering, from, some, type, of, brain, disease, ., sad, &, amp, ;, dangerous, !, #enoughsaid, #resist]",2018-11-17 23:51:37,,
"[science, ?, ?, ?]",2018-11-17 23:51:36,,
"[your, flag, still, flies, and, hope, remains, ., thank, you, for, sharing, this, photo, with, me, ., #campfire, #paradisestrong, _ca, _gallagherad3]",2018-11-17 23:51:35,,
"[donald, trump, says, california, fire, hasn't, changed, his, opinion, on, climate, change, #environment, he, should, not, be, president, ., he, is, a, lying, con, man, .]",2018-11-17 23:51:34,,
"[thank, you, sam, francisco, spca, !, please, share, and, donate, if, possible, !, #dogsoftwitter, #dogs, #campfire, #donate, #help, #onenation, #hope]",2018-11-17 23:51:30,,
"[not, exactly, climate, but, a, large, part, of, why, the, camp, fire, in, particular, has, been, so, devastating, is, because, of, the, area, it, occurred, in, ., the, paradise, area, is, incredibly, rural, and, many, properties, have, septic, systems, and, propane, tanks, that, exploded, when, the, fire, came, through, .]",2018-11-17 23:51:09,,
"[the, new, trump, slogan, -, make, america, rake, again, !, #makeamericarakeagain, #californiafires, #campfire]",2018-11-17 23:51:01,,
"[what, would, you, expect, ?, after, :, 9, days, ;, 71, fatalities, ;, 1,011, unaccounted, ;, >, 30,000, displaced, ;, evacuation, orders, covering, >, 200,000, people, ;, 146,000, acres, ;, 9,700, single-family, homes, ;, 144, multi-family, homes, ;, 336, commercial, buildings, ;, #campfire, #paradisefire, #woolseyfire, #malibufire]",2018-11-17 23:50:57,,
"[these, are, scenes, ,, where, i, wish, i, never, had, to, seen, it, ., i, admire, #calfornia'n, who, can, handle, this, ,, pics, from, the, #campfire]",2018-11-17 23:50:55,,
"[raking, goes, fairly, quickly, ,, but, combing, the, snarls, out, of, the, pine, needles, is, a, bitch, !, #finland, #finlanddoesntrake, #campfire, #calfire, #californiafire, #woolseyfire]",2018-11-17 23:50:55,,
"[why, did, they, leave, their, fucking, dog, ?]",2018-11-17 23:50:45,,
"[thanks, for, replying, ., and, this, :, ..., four, of, the, shelters, housing, camp, fire, evacuees, currently, have, norovirus, outbreaks, ,, and, are, getting, worse, every, day, ., i'd, rather, breathe, the, smoke, ,, said, whiteburn, ., it, would, be, great, pr, if, you, could, give, motel, vouchers, .]",2018-11-17 23:50:31,,
"[trump, calls, the, california, fire, a, very, small, problem, -, 1000, people, missing, and, 72, confirmed, dead, is, a, very, small, problem, indeed]",2018-11-17 23:50:25,,
"[if, you, are, insane, sure, ....]",2018-11-17 23:50:19,,
"[#wildfire, causes, &, amp, ;, solutions, :, #climateaction, #renewables, #distributedsolar, ,, bury, #powerlines, ,, #firesafety, retrofits, &, amp, ;, building, codes, ,, #fire, proof, construction, &, amp, ;, landscaping, ,, prescribed, burns, ,, #campfire, #paradise, #woolseyfire, #malibu, #pge, #brownslastchance]",2018-11-17 23:50:09,,
"[list, of, missing, people, after, camp, fire, swells, to, more, than, 1,000]",2018-11-17 23:50:08,,
"[#campfire, #campfirepets, heartbreaking, [, loudly, crying, face, ]]",2018-11-17 23:50:00,0.0,
"[#breaking, :, fire, officials, have, reduced, the, evacuation, order, for, messilla, valley, and, lower, clark, ., #campfire]",2018-11-17 23:49:46,,
"[quicksomebody, handthose, #immigrantcaravan, people, rakesthen, have, themtell, the, military, at, the, borderthey're, from, finland, #campfire, #californiawildfires, #woolseyfire, #paradisefire, #trump, #maga, #inners]",2018-11-17 23:49:34,,
"[why, anyone, cares, what, this, moron, says, is, troubling]",2018-11-17 23:49:31,,
"[they, watched, the, hazy, sun, ,, sinking, in, the, sea, ..., #campfire, #paradise, #lastresort]",2018-11-17 23:49:29,,
"[lost, &, amp, ;, injuredanimal, resources, list, #campfire, #campfirepets, [, cow, ], [, horse, ], [, dog, face, ]]",2018-11-17 23:49:29,,
"[paper, towels, to, flood, victims, so, i, guess, a, couple, california, fire, victims, will, get, #donnyswetwipes]",2018-11-17 23:49:27,,
"[', it's, like, total, devastation, ', :, trump, visits, paradise, lost, by, california, fire]",2018-11-17 23:49:23,,
"[camp, fire, evacuees, at, #walmart, parking, lot, ordered, to, leave, with, their, pets, #evilmart, #californiawildfires]",2018-11-17 23:49:20,,
"[i, appreciate, this, list, of, tangible, ,, localized, way, we, can, help, the, survivors, of, the, #campfire, ., thanks, ,, .]",2018-11-17 23:49:17,,
"[landed, in, a, dystopian, landscape, today, ., the, roofs, of, buildings, hundreds, of, miles, away, from, the, #campfire, are, gray, with, ash, ., people, chit-chat, about, the, type, of, mask, they, wear, if, they, dare, go, outside, ., flames, destroyed, thousands, of, lives, ,, and, smoke, is, hurting, millions, of, others, .]",2018-11-17 23:49:16,,
"[my, heart, is, breaking, a, second, time, over, knowing, that, this, disaster, was, preventable, ., there, need, to, be, better, regulations, for, corporate, utilities, ., #campfire, via, _video]",2018-11-17 23:49:09,,
"[still, finding, animals, alive, after, the, devastating, #campfire, [, black, heart, suit, ], [, ?, ], [, black, heart, suit, ], [, ?, ], [, black, heart, suit, ], [, ?, ]]",2018-11-17 23:49:06,,
"[get, ready, ., this, #campfire, will, be, politicized, as, part, of, the, plunder, &, amp, ;, destruction, of, all, public, assets, by, putin's, american, oligarchs, ., #paradisefire]",2018-11-17 23:49:06,,
"[how, strongly, does, the, atmosphere, want, to, pull, water, out, of, the, vegetation, and, out, of, the, ground, ?, #campfire, #woosley, #eastwinds]",2018-11-17 23:49:04,,
"[the, question, is, when, to, stop, ..., lol, ), as, we, already, know, camp, fire, =, 75, ;, =, 141, (, a, digital, anagram, of, hell, fire, =, 71, ;, =, 145, ), destroyed, paradise, ,, ca, ., which, implies, the, following, :P, aradise, ,, ca, is, destroyed, by, hell, fire, =, 322, ;, orparadise, in, ca, is, destroyed, by, hellish, camp, fire, =, 666, ;]",2018-11-17 23:49:03,,
"[join, us, later, w, /, #fallout76, live, #deathclaw, feedingsdrops, giveaways, loot, swagonly, on, #thestardsutloungemonth, long, #californiafires, relief, donation, drive, #campfire, &, amp, ;, #woosleyfire, #campfirejameswoods]",2018-11-17 23:48:55,,
"[we, are, in, desperate, need, of, #100portables, classrooms, to, get, all, the, paradise, &, amp, ;, other, area, students, back, into, school, by, dec, ., 3rd, ., these, students, of, the, #campfire, need, your, help, ., 1000, ', s, of, students, displaced, !, #paradisestrong, ,, #buttestrong, ., they, need, some, sort, of, normalcy, !]",2018-11-17 23:48:54,,
"[here, is, a, fire, weather, update, !, the, camp, fire, in, northern, california, is, the, most, destructive, fire, in, california, history, ., the, camp, fire, has, destroyed, over, 11,800, structures, and, has, claimed, 71, lives, ., the, camp, fire, has, burned, 148,000, acres, and, is, now, 55, %, contained, .]",2018-11-17 23:48:51,,
"[i, keep, seeing, tweets, that, shelters, full, ., they, are, not, ., see, this, list, or, download, the, red, cross, emergency, app, ., #campfire]",2018-11-17 23:48:50,,
"[troops, have, been, deployed, to, our, southern, border, during, the, holidays, ,, where, there, is, very, little, for, them, to, do, ., they, could, however, be, sent, to, california, where, they, could, actually, help, citizens, in, need, ..., #campfiresmoke, #californiawildfires, #campfire]",2018-11-17 23:48:40,,
"[it's, a, damn, shame, but, ,, but, ,, but, ,, gues, who, profiting, long, as, he, the, command, is, in, command, ....., #whosenarrative, whosenarrative, who, ?]",2018-11-17 23:48:32,,
"[athletes, who, need, clothes, ,, shoes, ,, gear, ,, etc, -, come, to, the, gym, this, tuesday, morning, ., #campfire, #workout, #athlete]",2018-11-17 23:48:27,,
"[butte, county, will, pull, through, ., cares, more, about, the, photo-op, and, tweeting, than, #campfire, ., we, in, norcal, will, help, you, through]",2018-11-17 23:48:20,,
"[a, rampant, issue, here, at, the, chico, fema, camp, behind, walmart, ., people, are, abandoning, their, donations, ,, evacuees, are, leaving, their, trash, ., theirs, piles, of, human, feces, in, the, field, ., #fema, #chicoca, #campfire, #paradisefires]",2018-11-17 23:48:11,,
"[evacuated, from, the, #campfire, ?, contact, your, insurer, at, their, toll, free, phone, number, #wildfires]",2018-11-17 23:48:01,,
"[#rakeamericagreatagain, #saturdaymotivation, #impeachtrump, #californiafires, #campfire, #woolseyfire, #californiastrongcredit, :, _rogers]",2018-11-17 23:47:58,,
"[gerard, butler, hosts, star-studded, fundraiser, for, california, fire, relief, after, his, home, was, damaged, -]",2018-11-17 23:47:55,,
"[president, trump, to, reporters, ,, per, pool, :, we, had, a, fantastic, meeting, gavin, and, jerry, ., we're, working, very, ,, very, well, together, ., we, have, to, ,, it's, a, devastating, situation, ., we, have, to, ., #campfire]",2018-11-17 23:47:49,,
"[', he, can, kiss, my, red, ass, ', :, california, fire, evacuees, give, trump, visit, short, shrift]",2018-11-17 23:47:37,,
"[these, images, of, the, burned, &, amp, ;, broken, pets, rescued, from, the, #campfire, [, loudly, crying, face, ]]",2018-11-17 23:47:35,0.0,
"[this, so, called, leader, astounds, me, with, his, sheer, idiocy, .]",2018-11-17 23:47:31,,
"[when, guy, fieri, shows, up, ,, you, know, the, disaster, is, serious, -, my, life, in, the, camp, fire]",2018-11-17 23:47:25,,
"[this, is, not, the, kind, of, history, california, wants, to, be, making, ., #campfire, #buttecounty]",2018-11-17 23:47:25,,
"[learn, how, to, help, california's, camp, fire, victims, in, paradise, and, nearby]",2018-11-17 23:47:20,,
"[#californiafires, if, you, haven't, seen, this, fox, broadcast, ,, you, should, . . ., it's, short, ,, and, was, broadcast, about, 10, days, before, the, camp, fire, started, . . .]",2018-11-17 23:47:18,,
"[visit, #traffic, #news, >, !, !, #woolseyfire, closure, !, !, road, closed, from, carbon, canyon, to, wood, rd, ...., like, and, follow]",2018-11-17 23:47:14,,
"[here, is, how, insane, the, smoke, was, on, 680, and, 80, in, various, places, i, went, through, while, on, _transit, blue, line, on, friday, ,, following, the, board, of, directors, meeting, ., #campfire]",2018-11-17 23:47:09,,
"[cc, :, terrifying, science, behind, california's, massive, camp, fire, via]",2018-11-17 23:47:07,,
"[every, morning, i, check, the, forecast, for, rain, ., to, aid, in, fighting, the, #campfire, and, to, tamp, down, the, smoke, in, our, air, ., hadn't, thought, about, the, fire-flood, potential, :, #readlocal]",2018-11-17 23:47:03,,
"[camp, fire, survivors, are, now, refugees, in, their, own, country]",2018-11-17 23:46:51,,
"[forget, the, asshat, who, says, rake, the, forest, [, face, with, rolling, eyes, ], and, thank, our, firefighters, ., [, regional, indicator, symbol, letter, u, ], [, regional, indicator, symbol, letter, s, ], #campfire]",2018-11-17 23:46:45,0.0,
"[instead, of, resources, going, to, #campfire, &, amp, ;, cali, ,, the, us, gov, sends, thousands, of, troops, to, stop, a, non-existent, caravan, of, migrants, at, the, mex, border, &, amp, ;, sends, planes, to, kill, poor, foreigners, ., us-led, coalition, airstrikes, kill, at, least, 40, in, syria, ,, ap, reports]",2018-11-17 23:46:44,,
"[trump, tours, california, wildfire, devastation, ,, blames, everything, but, climate, change, via]",2018-11-17 23:46:40,,
"[#campfire, -, messilla, valley, and, lower, clark, evacuation, order, reduced, to, warning, 11.17, ., 18]",2018-11-17 23:46:30,,
"[trump, says, california, fire, hasn't, changed, his, opinion, on, climate, change]",2018-11-17 23:46:29,,
"[surviving, the, camp, fire, was, hard, enough, ., now, these, animals, have, to, find, their, humans, ., -, the, washington, post]",2018-11-17 23:46:27,,
"[the, north, valley, community, foundation, is, accepting, financial, donations, help, fund, services, for, those, who, perished, in, the, camp, fire, ., [, crying, face, ], to, donate, ,, go, to, [, arrow, pointing, rightwards, then, curving, downwards, ], [, ?, ], #paradisefire, #campfire, #campfirepets, #stirling, #paradiseca, #magalia, #chico, #orovile]",2018-11-17 23:46:24,0.0,
"[we, just, reached, $, 4000, in, cash, donation, !, the, collected, items, will, go, out, today, ., we, continue, to, collect, cash, donation, at, both, of, our, stores, &, amp, ;, online, at, our, website, ., thank, you, for, your, generosity, !, #buttecountyfire, #buttecountystrong, #campfire, #campfirepets, #helpneeded, #jeffreyspets]",2018-11-17 23:46:24,,
"[also, known, as, ,, camp, fire, disaster, now, compounded, by, arrival, of, the, walking, atrocity, ,, trump, ., california, deserves, a, break, !]",2018-11-17 23:46:24,,
"[a, lot, of, us, voted, for, him, and, he, [, talks, ], down, to, us, ?]",2018-11-17 23:46:22,,
"[camp, fire, evacuees, relocating, from, walmart, parking, lot, to, shelter]",2018-11-17 23:46:21,,
"[[, evergreen, tree, ], [, fire, ], [, evergreen, tree, ], [, fire, ], [, evergreen, tree, ], [, fire, ], [, evergreen, tree, ], [, fire, ], [, evergreen, tree, ], [, fire, ], [, evergreen, tree, ], fyi, :, lab, closed, 22, years, ago, ,, and, cleanup, efforts, remain, in, the, planning, stages, ., but, yeah, ,, let's, blame, climate, change, ..., [, radioactive, sign, ], [, ?, ], [, ?, ], [, fire, ], [, radioactive, sign, ], [, fire, ], [, radioactive, sign, ], [, fire, ], [, biohazard, sign, ], [, fire, ], [, radioactive, ...]",2018-11-17 23:46:20,1.0,
